bank_txn_id,date_key,entity_id,txn_type,amount,currency
52,20240214,1,RECEIPT_AR,3740.96,CZK
53,20240118,1,RECEIPT_AR,355.2,CZK
54,20240825,2,RECEIPT_AR,5532.15,EUR
55,20240618,2,RECEIPT_AR,467.1,EUR
56,20241106,1,RECEIPT_AR,4608.29,CZK
57,20240202,1,RECEIPT_AR,174.38,CZK
58,20250821,1,RECEIPT_AR,1907.72,CZK
59,20250305,1,RECEIPT_AR,984.93,CZK
60,20250728,1,RECEIPT_AR,14971.47,CZK
61,20250923,1,RECEIPT_AR,189.58,CZK
62,20240321,2,RECEIPT_AR,7018.17,EUR
63,20250904,1,RECEIPT_AR,335.36,CZK
64,20250416,1,RECEIPT_AR,1472.97,CZK
65,20251204,2,RECEIPT_AR,1693.52,EUR
66,20250524,1,RECEIPT_AR,5297.61,CZK
67,20241026,2,RECEIPT_AR,5365.8,EUR
68,20240708,1,RECEIPT_AR,8986.85,CZK
69,20251111,2,RECEIPT_AR,3012.59,EUR
70,20240514,1,RECEIPT_AR,2192.69,CZK
71,20250227,2,RECEIPT_AR,358.82,EUR
72,20251225,1,RECEIPT_AR,6155.19,CZK
73,20240526,1,RECEIPT_AR,5288.86,CZK
74,20240205,2,RECEIPT_AR,216.76,EUR
75,20250703,2,RECEIPT_AR,1611.37,EUR
76,20260114,2,RECEIPT_AR,3941.9,EUR
77,20240902,1,RECEIPT_AR,9226.32,CZK
78,20240903,1,RECEIPT_AR,3373.99,CZK
79,20240310,1,RECEIPT_AR,3363.35,CZK
80,20250929,1,RECEIPT_AR,418.32,CZK
81,20250510,2,RECEIPT_AR,385.56,EUR
82,20250917,2,RECEIPT_AR,3453.41,EUR
83,20240721,1,RECEIPT_AR,4395.36,CZK
84,20240728,1,RECEIPT_AR,4239.03,CZK
85,20241001,1,RECEIPT_AR,561.43,CZK
86,20241225,2,RECEIPT_AR,5307.75,EUR
87,20250118,1,RECEIPT_AR,6181.46,CZK
88,20240305,1,RECEIPT_AR,1250.08,CZK
89,20240807,1,RECEIPT_AR,5780.69,CZK
90,20251115,1,RECEIPT_AR,3524.22,CZK
91,20240312,1,RECEIPT_AR,2459.06,CZK
92,20250423,1,RECEIPT_AR,639.6,CZK
93,20260111,1,RECEIPT_AR,4391.34,CZK
94,20250507,1,RECEIPT_AR,480.78,CZK
95,20250919,2,RECEIPT_AR,4456.81,EUR
96,20250815,1,RECEIPT_AR,6526.65,CZK
97,20240526,1,RECEIPT_AR,7858.84,CZK
98,20251107,1,RECEIPT_AR,427.6,CZK
99,20241007,1,RECEIPT_AR,5401.63,CZK
100,20240604,1,RECEIPT_AR,11244.88,CZK
101,20250412,2,RECEIPT_AR,623.37,EUR
102,20260104,1,RECEIPT_AR,8567.82,CZK
103,20250223,1,RECEIPT_AR,5392.35,CZK
104,20240626,1,RECEIPT_AR,177.75,CZK
105,20250211,2,RECEIPT_AR,1522.57,EUR
106,20240819,1,RECEIPT_AR,3794.12,CZK
107,20250317,2,RECEIPT_AR,482.23,EUR
108,20240117,1,RECEIPT_AR,9818.73,CZK
109,20250727,1,RECEIPT_AR,5177.12,CZK
110,20250716,1,RECEIPT_AR,6027.03,CZK
111,20251129,2,RECEIPT_AR,385.58,EUR
112,20250319,2,RECEIPT_AR,186.45,EUR
113,20260221,1,RECEIPT_AR,1402.63,CZK
114,20241117,1,RECEIPT_AR,190.5,CZK
115,20241212,1,RECEIPT_AR,7763.95,CZK
116,20260125,1,RECEIPT_AR,3996.49,CZK
117,20240220,2,RECEIPT_AR,3959.27,EUR
118,20251107,1,RECEIPT_AR,482.64,CZK
119,20250505,2,RECEIPT_AR,5393.55,EUR
120,20250531,2,RECEIPT_AR,3112.84,EUR
121,20240910,1,RECEIPT_AR,2936.41,CZK
122,20241226,2,RECEIPT_AR,1831.14,EUR
123,20241219,1,RECEIPT_AR,3551.88,CZK
124,20250730,1,RECEIPT_AR,5211.77,CZK
125,20260101,2,RECEIPT_AR,1767.97,EUR
126,20250727,2,RECEIPT_AR,3949.95,EUR
127,20240712,1,RECEIPT_AR,1408.48,CZK
128,20250920,1,RECEIPT_AR,212.6,CZK
129,20250725,1,RECEIPT_AR,2176.57,CZK
130,20250616,1,RECEIPT_AR,192.06,CZK
131,20240402,1,RECEIPT_AR,1403.29,CZK
132,20250828,1,RECEIPT_AR,9663.39,CZK
133,20241017,1,RECEIPT_AR,4983.3,CZK
134,20241118,1,RECEIPT_AR,1511.14,CZK
135,20240422,1,RECEIPT_AR,3138.03,CZK
136,20240710,2,RECEIPT_AR,525.93,EUR
137,20240427,1,RECEIPT_AR,2060.28,CZK
138,20250204,1,RECEIPT_AR,179.65,CZK
139,20251022,2,RECEIPT_AR,4427.08,EUR
140,20240209,2,RECEIPT_AR,2857.43,EUR
141,20250411,1,RECEIPT_AR,261.61,CZK
142,20241226,1,RECEIPT_AR,4769.68,CZK
143,20241216,1,RECEIPT_AR,221.88,CZK
144,20241010,2,RECEIPT_AR,495.63,EUR
145,20240304,1,RECEIPT_AR,4571.47,CZK
146,20251227,2,RECEIPT_AR,217.16,EUR
147,20240204,1,RECEIPT_AR,209.3,CZK
148,20251029,1,RECEIPT_AR,5115.25,CZK
149,20250911,2,RECEIPT_AR,567.98,EUR
150,20241023,1,RECEIPT_AR,260.69,CZK
151,20250127,1,RECEIPT_AR,1442.9,CZK
152,20250529,2,RECEIPT_AR,437.67,EUR
153,20250901,1,RECEIPT_AR,5894.63,CZK
154,20241218,1,RECEIPT_AR,3801.13,CZK
155,20240404,1,RECEIPT_AR,5194.24,CZK
156,20241206,2,RECEIPT_AR,1762.62,EUR
157,20240218,1,RECEIPT_AR,4391.9,CZK
158,20260301,2,RECEIPT_AR,361.47,EUR
159,20250905,1,RECEIPT_AR,4383.27,CZK
160,20240208,1,RECEIPT_AR,2869.61,CZK
161,20250918,1,RECEIPT_AR,6433.66,CZK
162,20240725,1,RECEIPT_AR,125.49,CZK
163,20241106,1,RECEIPT_AR,203.38,CZK
164,20240826,1,RECEIPT_AR,6657.42,CZK
165,20250213,2,RECEIPT_AR,1503.04,EUR
166,20240205,1,RECEIPT_AR,332.35,CZK
167,20250401,1,RECEIPT_AR,291.03,CZK
168,20250406,1,RECEIPT_AR,961.62,CZK
169,20250820,2,RECEIPT_AR,4102.12,EUR
170,20250918,1,RECEIPT_AR,5937.32,CZK
171,20250706,2,RECEIPT_AR,471.08,EUR
172,20250629,1,RECEIPT_AR,3123.48,CZK
173,20241123,2,RECEIPT_AR,7996.38,EUR
174,20250801,1,RECEIPT_AR,3778.82,CZK
175,20250830,1,RECEIPT_AR,8888.05,CZK
176,20241015,2,RECEIPT_AR,276.25,EUR
177,20240422,1,RECEIPT_AR,10160.35,CZK
178,20241214,1,RECEIPT_AR,5666.34,CZK
179,20260109,1,RECEIPT_AR,188.58,CZK
180,20240717,1,RECEIPT_AR,191.35,CZK
181,20241026,1,RECEIPT_AR,139.81,CZK
182,20241102,2,RECEIPT_AR,4518.01,EUR
183,20251212,1,RECEIPT_AR,2712.99,CZK
184,20250214,1,RECEIPT_AR,2889.88,CZK
185,20240929,1,RECEIPT_AR,628.31,CZK
186,20251223,2,RECEIPT_AR,188.18,EUR
187,20240217,2,RECEIPT_AR,4474.8,EUR
188,20250218,1,RECEIPT_AR,4224.81,CZK
189,20240618,2,RECEIPT_AR,3452.29,EUR
190,20250526,1,RECEIPT_AR,4866.82,CZK
191,20251127,2,RECEIPT_AR,2481.83,EUR
192,20250822,1,RECEIPT_AR,15439.56,CZK
193,20240322,1,RECEIPT_AR,6569.38,CZK
194,20240410,1,RECEIPT_AR,7022.95,CZK
195,20250403,1,RECEIPT_AR,5216.3,CZK
196,20240507,1,RECEIPT_AR,3478.12,CZK
197,20250211,1,RECEIPT_AR,1966.5,CZK
198,20250708,1,RECEIPT_AR,550.95,CZK
199,20240310,1,RECEIPT_AR,162.04,CZK
200,20240830,1,RECEIPT_AR,2609.28,CZK
201,20240926,2,RECEIPT_AR,341.19,EUR
202,20250930,2,RECEIPT_AR,3353.1,EUR
203,20240705,1,RECEIPT_AR,5384.41,CZK
204,20251203,1,RECEIPT_AR,4428.49,CZK
205,20240204,1,RECEIPT_AR,1317.52,CZK
206,20240609,1,RECEIPT_AR,4148.86,CZK
207,20251012,1,RECEIPT_AR,9350.76,CZK
208,20241215,2,RECEIPT_AR,2003.29,EUR
209,20250822,2,RECEIPT_AR,3812.32,EUR
210,20240409,1,RECEIPT_AR,439.42,CZK
211,20241101,1,RECEIPT_AR,5061.24,CZK
212,20241005,1,RECEIPT_AR,449.34,CZK
213,20251126,2,RECEIPT_AR,4382.6,EUR
214,20250402,1,RECEIPT_AR,6312.13,CZK
215,20251030,1,RECEIPT_AR,3414.27,CZK
216,20250530,1,RECEIPT_AR,7184.94,CZK
217,20240425,2,RECEIPT_AR,219.68,EUR
218,20260305,1,RECEIPT_AR,3915.9,CZK
219,20260121,1,RECEIPT_AR,4082.88,CZK
220,20240131,1,RECEIPT_AR,2719.02,CZK
221,20241118,1,RECEIPT_AR,9181.03,CZK
222,20251216,1,RECEIPT_AR,2773.45,CZK
223,20240607,1,RECEIPT_AR,485.92,CZK
224,20250705,1,RECEIPT_AR,325.06,CZK
225,20260123,1,RECEIPT_AR,453.86,CZK
226,20250904,1,RECEIPT_AR,6524.73,CZK
227,20251031,1,RECEIPT_AR,412.48,CZK
228,20250401,1,RECEIPT_AR,7474.77,CZK
229,20240104,1,RECEIPT_AR,464.59,CZK
230,20240729,1,RECEIPT_AR,3796.02,CZK
231,20250402,1,RECEIPT_AR,431.2,CZK
232,20240405,1,RECEIPT_AR,2421.14,CZK
233,20240725,2,RECEIPT_AR,4893.65,EUR
234,20240131,2,RECEIPT_AR,1967.81,EUR
235,20240522,1,RECEIPT_AR,3053.88,CZK
236,20250725,2,RECEIPT_AR,9124.31,EUR
237,20250106,2,RECEIPT_AR,222.39,EUR
238,20240711,1,RECEIPT_AR,182.67,CZK
239,20250203,2,RECEIPT_AR,3814.88,EUR
240,20250429,2,RECEIPT_AR,1443.35,EUR
241,20250823,1,RECEIPT_AR,5418.68,CZK
242,20240513,1,RECEIPT_AR,403.3,CZK
243,20260122,1,RECEIPT_AR,3975.11,CZK
244,20241109,1,RECEIPT_AR,7050.28,CZK
245,20240415,1,RECEIPT_AR,7836.78,CZK
246,20250108,1,RECEIPT_AR,2539.6,CZK
247,20240430,2,RECEIPT_AR,132.36,EUR
248,20240815,2,RECEIPT_AR,8016.22,EUR
249,20240531,1,RECEIPT_AR,2317.14,CZK
250,20240910,2,RECEIPT_AR,5910.91,EUR
251,20240418,1,RECEIPT_AR,3395.12,CZK
252,20240514,2,RECEIPT_AR,3873.0,EUR
253,20241003,1,RECEIPT_AR,1534.06,CZK
254,20250613,1,RECEIPT_AR,432.27,CZK
255,20251029,1,RECEIPT_AR,277.0,CZK
256,20240828,2,RECEIPT_AR,6307.97,EUR
257,20240515,1,RECEIPT_AR,3467.39,CZK
258,20241030,1,RECEIPT_AR,5340.89,CZK
259,20240612,1,RECEIPT_AR,1906.47,CZK
260,20241214,1,RECEIPT_AR,6107.87,CZK
261,20240720,1,RECEIPT_AR,644.59,CZK
262,20241122,1,RECEIPT_AR,1550.27,CZK
263,20260130,1,RECEIPT_AR,2053.07,CZK
264,20250915,1,RECEIPT_AR,1686.76,CZK
265,20260114,2,RECEIPT_AR,184.25,EUR
266,20240426,1,RECEIPT_AR,7380.83,CZK
267,20240909,1,RECEIPT_AR,271.87,CZK
268,20241122,2,RECEIPT_AR,219.39,EUR
269,20240128,1,RECEIPT_AR,6450.75,CZK
270,20250426,1,RECEIPT_AR,137.54,CZK
271,20250827,1,RECEIPT_AR,3810.46,CZK
272,20251001,1,RECEIPT_AR,812.03,CZK
273,20250819,1,RECEIPT_AR,2672.86,CZK
274,20250115,1,RECEIPT_AR,2862.02,CZK
275,20250412,1,RECEIPT_AR,550.27,CZK
276,20240206,1,RECEIPT_AR,3871.7,CZK
277,20251018,1,RECEIPT_AR,133.18,CZK
278,20240812,1,RECEIPT_AR,2101.54,CZK
279,20240706,2,RECEIPT_AR,8997.25,EUR
280,20250622,1,RECEIPT_AR,5624.5,CZK
281,20240116,2,RECEIPT_AR,5792.389999999999,EUR
282,20251021,1,RECEIPT_AR,477.21,CZK
283,20240309,1,RECEIPT_AR,539.88,CZK
284,20251125,1,RECEIPT_AR,189.72,CZK
285,20241019,1,RECEIPT_AR,1079.43,CZK
286,20241130,1,RECEIPT_AR,216.4,CZK
287,20241112,2,RECEIPT_AR,3405.16,EUR
288,20260119,1,RECEIPT_AR,203.08,CZK
289,20241110,1,RECEIPT_AR,5052.96,CZK
290,20250813,1,RECEIPT_AR,4286.72,CZK
291,20240727,1,RECEIPT_AR,3924.97,CZK
292,20240917,1,RECEIPT_AR,5067.9,CZK
293,20260114,1,RECEIPT_AR,9421.41,CZK
294,20251218,2,RECEIPT_AR,606.0,EUR
295,20240905,2,RECEIPT_AR,2223.62,EUR
296,20240414,2,RECEIPT_AR,12401.42,EUR
297,20250817,1,RECEIPT_AR,668.23,CZK
298,20241113,1,RECEIPT_AR,2369.37,CZK
299,20250808,1,RECEIPT_AR,1907.58,CZK
300,20250407,1,RECEIPT_AR,370.27,CZK
301,20240724,1,RECEIPT_AR,14534.11,CZK
302,20240119,1,RECEIPT_AR,1512.94,CZK
303,20250607,1,RECEIPT_AR,1541.92,CZK
304,20240516,2,RECEIPT_AR,6580.63,EUR
305,20250817,2,RECEIPT_AR,6201.66,EUR
306,20250326,1,RECEIPT_AR,390.73,CZK
307,20250103,1,RECEIPT_AR,497.25,CZK
308,20250418,1,RECEIPT_AR,3138.56,CZK
309,20241021,1,RECEIPT_AR,4533.79,CZK
310,20250702,1,RECEIPT_AR,738.94,CZK
311,20250312,2,RECEIPT_AR,1563.81,EUR
312,20250417,1,RECEIPT_AR,4756.87,CZK
313,20241106,2,RECEIPT_AR,1691.02,EUR
314,20251213,1,RECEIPT_AR,1969.85,CZK
315,20250411,1,RECEIPT_AR,9879.52,CZK
316,20260104,2,RECEIPT_AR,5107.02,EUR
317,20240519,2,RECEIPT_AR,6540.03,EUR
318,20250913,1,RECEIPT_AR,1560.51,CZK
319,20240424,1,RECEIPT_AR,572.06,CZK
320,20241206,2,RECEIPT_AR,4234.81,EUR
321,20241127,1,RECEIPT_AR,428.95,CZK
322,20250313,2,RECEIPT_AR,7095.56,EUR
323,20250623,1,RECEIPT_AR,4477.05,CZK
324,20240920,1,RECEIPT_AR,5149.56,CZK
325,20250925,1,RECEIPT_AR,6687.42,CZK
326,20250402,1,RECEIPT_AR,1686.22,CZK
327,20250914,1,RECEIPT_AR,294.11,CZK
328,20250319,1,RECEIPT_AR,6722.51,CZK
329,20241020,1,RECEIPT_AR,3455.62,CZK
330,20240913,2,RECEIPT_AR,475.15,EUR
331,20241209,1,RECEIPT_AR,203.53,CZK
332,20250621,2,RECEIPT_AR,6058.46,EUR
333,20250221,1,RECEIPT_AR,9300.67,CZK
334,20250429,1,RECEIPT_AR,192.44,CZK
335,20240821,1,RECEIPT_AR,9227.89,CZK
336,20240731,1,RECEIPT_AR,5678.37,CZK
337,20250605,2,RECEIPT_AR,14929.62,EUR
338,20240614,1,RECEIPT_AR,226.45,CZK
339,20241029,1,RECEIPT_AR,568.07,CZK
340,20251121,2,RECEIPT_AR,2168.37,EUR
341,20240413,2,RECEIPT_AR,6135.31,EUR
342,20260113,2,RECEIPT_AR,2021.11,EUR
343,20241222,1,RECEIPT_AR,6090.69,CZK
344,20240830,1,RECEIPT_AR,477.87,CZK
345,20240322,1,RECEIPT_AR,1756.96,CZK
346,20260114,1,RECEIPT_AR,2578.47,CZK
347,20240817,2,RECEIPT_AR,14080.25,EUR
348,20240903,1,RECEIPT_AR,561.52,CZK
349,20250827,1,RECEIPT_AR,2158.32,CZK
350,20250202,1,RECEIPT_AR,5269.32,CZK
351,20240615,1,RECEIPT_AR,13593.56,CZK
352,20251218,1,RECEIPT_AR,5414.75,CZK
353,20251015,2,RECEIPT_AR,4056.19,EUR
354,20241117,2,RECEIPT_AR,1530.41,EUR
355,20241230,1,RECEIPT_AR,6481.72,CZK
356,20240929,1,RECEIPT_AR,3416.22,CZK
357,20251224,1,RECEIPT_AR,381.96,CZK
358,20240309,1,RECEIPT_AR,1017.76,CZK
359,20251103,1,RECEIPT_AR,1526.8,CZK
360,20260316,1,RECEIPT_AR,5565.99,CZK
361,20241016,1,RECEIPT_AR,1655.53,CZK
362,20240716,1,RECEIPT_AR,6147.87,CZK
363,20240713,1,RECEIPT_AR,726.65,CZK
364,20250916,2,RECEIPT_AR,7480.94,EUR
365,20240718,1,RECEIPT_AR,6199.53,CZK
366,20250804,2,RECEIPT_AR,3663.7,EUR
367,20251027,1,RECEIPT_AR,4491.78,CZK
368,20250810,1,RECEIPT_AR,8705.45,CZK
369,20240211,1,RECEIPT_AR,477.85,CZK
370,20251114,1,RECEIPT_AR,620.58,CZK
371,20240424,2,RECEIPT_AR,4772.56,EUR
372,20251118,2,RECEIPT_AR,219.11,EUR
373,20251215,1,RECEIPT_AR,410.47,CZK
374,20240731,2,RECEIPT_AR,2174.37,EUR
375,20250606,1,RECEIPT_AR,5324.52,CZK
376,20241113,1,RECEIPT_AR,146.55,CZK
377,20240713,1,RECEIPT_AR,4184.79,CZK
378,20250207,2,RECEIPT_AR,153.59,EUR
379,20240114,1,RECEIPT_AR,4117.12,CZK
380,20250930,1,RECEIPT_AR,422.19,CZK
381,20260215,1,RECEIPT_AR,159.23,CZK
382,20241228,2,RECEIPT_AR,6781.46,EUR
383,20240707,1,RECEIPT_AR,778.85,CZK
384,20240413,1,RECEIPT_AR,1672.84,CZK
385,20240504,1,RECEIPT_AR,422.71,CZK
386,20251219,1,RECEIPT_AR,4654.94,CZK
387,20240702,1,RECEIPT_AR,3475.11,CZK
388,20240802,1,RECEIPT_AR,516.32,CZK
389,20240918,1,RECEIPT_AR,5766.27,CZK
390,20241112,1,RECEIPT_AR,1781.7,CZK
391,20251119,1,RECEIPT_AR,5087.78,CZK
392,20250621,1,RECEIPT_AR,5020.22,CZK
393,20251213,1,RECEIPT_AR,5467.71,CZK
394,20240416,1,RECEIPT_AR,1704.5,CZK
395,20250902,1,RECEIPT_AR,6526.99,CZK
396,20250704,1,RECEIPT_AR,361.3,CZK
397,20250102,1,RECEIPT_AR,295.07,CZK
398,20241207,1,RECEIPT_AR,426.56,CZK
399,20241007,1,RECEIPT_AR,2233.61,CZK
400,20260114,1,RECEIPT_AR,2819.71,CZK
401,20250107,1,RECEIPT_AR,7831.26,CZK
402,20250921,1,RECEIPT_AR,3484.07,CZK
403,20240314,1,RECEIPT_AR,2309.1,CZK
404,20240104,1,RECEIPT_AR,2829.32,CZK
405,20240919,1,RECEIPT_AR,6348.9,CZK
406,20250926,1,RECEIPT_AR,3399.09,CZK
407,20260212,2,RECEIPT_AR,344.54,EUR
408,20240604,1,RECEIPT_AR,411.5,CZK
409,20240807,1,RECEIPT_AR,3023.2,CZK
410,20240625,2,RECEIPT_AR,3055.46,EUR
411,20251129,1,RECEIPT_AR,6950.54,CZK
412,20251016,1,RECEIPT_AR,281.51,CZK
413,20250727,1,RECEIPT_AR,816.82,CZK
414,20240619,1,RECEIPT_AR,2887.75,CZK
415,20250829,1,RECEIPT_AR,6544.06,CZK
416,20251103,1,RECEIPT_AR,6168.31,CZK
417,20240912,2,RECEIPT_AR,1564.94,EUR
418,20241109,2,RECEIPT_AR,3189.02,EUR
419,20240820,1,RECEIPT_AR,179.88,CZK
420,20260126,1,RECEIPT_AR,1994.74,CZK
421,20241115,1,RECEIPT_AR,4388.34,CZK
422,20250210,2,RECEIPT_AR,1947.12,EUR
423,20241208,1,RECEIPT_AR,4818.59,CZK
424,20250211,1,RECEIPT_AR,5539.08,CZK
425,20240427,1,RECEIPT_AR,1779.46,CZK
426,20250910,1,RECEIPT_AR,468.66,CZK
427,20250501,2,RECEIPT_AR,210.62,EUR
428,20240517,1,RECEIPT_AR,6487.5,CZK
429,20240212,1,RECEIPT_AR,5971.21,CZK
430,20250622,1,RECEIPT_AR,464.0,CZK
431,20250120,2,RECEIPT_AR,860.47,EUR
432,20251002,1,RECEIPT_AR,289.88,CZK
433,20251205,1,RECEIPT_AR,8387.51,CZK
434,20251021,2,RECEIPT_AR,7203.58,EUR
435,20240614,1,RECEIPT_AR,695.79,CZK
436,20240916,1,RECEIPT_AR,8870.43,CZK
437,20251126,1,RECEIPT_AR,413.68,CZK
438,20260117,1,RECEIPT_AR,3795.46,CZK
439,20241023,1,RECEIPT_AR,2137.78,CZK
440,20240701,1,RECEIPT_AR,7933.43,CZK
441,20250606,2,RECEIPT_AR,8794.03,EUR
442,20241015,1,RECEIPT_AR,3447.0,CZK
443,20240505,1,RECEIPT_AR,4656.63,CZK
444,20241008,2,RECEIPT_AR,556.06,EUR
445,20250808,1,RECEIPT_AR,3956.3,CZK
446,20240317,2,RECEIPT_AR,2003.96,EUR
447,20240320,2,RECEIPT_AR,1476.15,EUR
448,20240320,1,RECEIPT_AR,1410.99,CZK
449,20251027,1,RECEIPT_AR,8374.81,CZK
450,20250826,1,RECEIPT_AR,15622.99,CZK
451,20241128,1,RECEIPT_AR,4260.63,CZK
452,20251202,2,RECEIPT_AR,1535.22,EUR
453,20240616,2,RECEIPT_AR,4852.23,EUR
454,20250209,1,RECEIPT_AR,1238.01,CZK
455,20250728,1,RECEIPT_AR,688.05,CZK
456,20240730,1,RECEIPT_AR,322.34,CZK
457,20240607,1,RECEIPT_AR,143.45,CZK
458,20260106,1,RECEIPT_AR,1817.6,CZK
459,20240805,1,RECEIPT_AR,9368.48,CZK
460,20241107,1,RECEIPT_AR,263.02,CZK
461,20250703,2,RECEIPT_AR,8372.65,EUR
462,20251202,1,RECEIPT_AR,7257.07,CZK
463,20250906,1,RECEIPT_AR,518.84,CZK
464,20240419,1,RECEIPT_AR,1471.82,CZK
465,20240628,1,RECEIPT_AR,420.26,CZK
466,20250923,1,RECEIPT_AR,7167.12,CZK
467,20240215,1,RECEIPT_AR,9432.75,CZK
468,20240526,2,RECEIPT_AR,614.85,EUR
469,20250114,1,RECEIPT_AR,364.94,CZK
470,20241204,1,RECEIPT_AR,12349.04,CZK
471,20250531,2,RECEIPT_AR,1779.28,EUR
472,20240529,1,RECEIPT_AR,5147.08,CZK
473,20241230,2,RECEIPT_AR,3068.82,EUR
474,20251023,2,RECEIPT_AR,130.03,EUR
475,20240323,1,RECEIPT_AR,6360.57,CZK
476,20250614,1,RECEIPT_AR,2047.82,CZK
477,20250909,2,RECEIPT_AR,4389.08,EUR
478,20241210,1,RECEIPT_AR,3443.74,CZK
479,20240726,2,RECEIPT_AR,334.67,EUR
480,20251111,2,RECEIPT_AR,4068.84,EUR
481,20240208,1,RECEIPT_AR,4279.92,CZK
482,20240611,1,RECEIPT_AR,3303.0,CZK
483,20250318,1,RECEIPT_AR,10541.64,CZK
484,20240415,2,RECEIPT_AR,111.9,EUR
485,20240601,1,RECEIPT_AR,1124.03,CZK
486,20250722,1,RECEIPT_AR,1523.84,CZK
487,20250409,1,RECEIPT_AR,5282.87,CZK
488,20260225,1,RECEIPT_AR,1479.8,CZK
489,20250207,2,RECEIPT_AR,3703.49,EUR
490,20240811,1,RECEIPT_AR,183.88,CZK
491,20240601,1,RECEIPT_AR,3146.54,CZK
492,20241214,1,RECEIPT_AR,5166.61,CZK
493,20241018,1,RECEIPT_AR,11473.14,CZK
494,20241110,1,RECEIPT_AR,6149.0,CZK
495,20250211,2,RECEIPT_AR,532.95,EUR
496,20240615,1,RECEIPT_AR,1458.72,CZK
497,20241129,2,RECEIPT_AR,420.29,EUR
498,20240311,1,RECEIPT_AR,10647.83,CZK
499,20260130,1,RECEIPT_AR,3336.98,CZK
500,20251118,1,RECEIPT_AR,4251.36,CZK
501,20241005,2,RECEIPT_AR,214.29,EUR
502,20241224,1,RECEIPT_AR,296.25,CZK
503,20250429,2,RECEIPT_AR,218.19,EUR
504,20240408,1,RECEIPT_AR,3542.15,CZK
505,20250502,1,RECEIPT_AR,657.3,CZK
506,20240706,1,RECEIPT_AR,6340.88,CZK
507,20251019,1,RECEIPT_AR,3361.46,CZK
508,20250618,1,RECEIPT_AR,1830.94,CZK
509,20251107,1,RECEIPT_AR,653.35,CZK
510,20240724,1,RECEIPT_AR,8115.549999999999,CZK
511,20250220,1,RECEIPT_AR,4073.47,CZK
512,20240818,2,RECEIPT_AR,13973.61,EUR
513,20240526,1,RECEIPT_AR,4356.93,CZK
514,20240421,1,RECEIPT_AR,184.7,CZK
515,20250214,1,RECEIPT_AR,1500.45,CZK
516,20250308,1,RECEIPT_AR,186.18,CZK
517,20260125,1,RECEIPT_AR,982.6,CZK
518,20250524,2,RECEIPT_AR,4967.9,EUR
519,20250127,1,RECEIPT_AR,4487.78,CZK
520,20250816,1,RECEIPT_AR,2031.11,CZK
521,20241016,2,RECEIPT_AR,7305.08,EUR
522,20250903,1,RECEIPT_AR,5107.15,CZK
