invoice_id,date_key,due_date_key,paid_date_key,entity_id,customer_id,invoice_amount,currency
65,20240101,20240101,20240101,2,207,115.92,EUR
66,20240101,20240104,20240108,2,258,6170.85,EUR
67,20240101,20240108,,2,264,2882.3,EUR
68,20240101,20240101,20240106,2,330,4022.48,EUR
69,20240101,20240203,,2,361,1518.86,EUR
70,20240101,20240205,20240208,2,434,2552.17,EUR
71,20240101,20240102,20240102,2,475,2733.93,EUR
72,20240101,20240103,20240110,2,562,3500.26,EUR
73,20240101,20240105,20240106,2,589,512.64,EUR
74,20240101,20240105,,2,685,4134.05,EUR
75,20240101,20240210,20240212,2,758,3720.11,EUR
76,20240101,20240101,20231231,2,818,307.59,EUR
77,20240101,20240103,20240107,2,821,157.92,EUR
78,20240101,20240108,,2,865,503.75,EUR
79,20240101,20240107,20240113,2,874,2800.01,EUR
80,20240101,20240107,20240112,2,1013,158.09,EUR
81,20240101,20240106,20240110,2,1040,185.76,EUR
82,20240102,20240108,20240108,1,29,1445.44,CZK
83,20240102,20240105,20240110,1,36,309.08,CZK
84,20240102,20240104,20240111,1,78,160.39,CZK
85,20240102,20240108,20240112,1,82,960.86,CZK
86,20240102,20240103,20240102,1,107,2551.86,CZK
87,20240102,20240103,20240104,1,113,9256.17,CZK
88,20240102,20240108,20240107,1,157,6228.87,CZK
89,20240102,20240206,,1,162,4346.5,CZK
90,20240102,20240131,20240213,1,201,1889.25,CZK
91,20240102,20240106,20240113,1,212,328.19,CZK
92,20240102,20240107,20240106,1,215,3993.9,CZK
93,20240102,20240210,20240223,1,241,364.69,CZK
94,20240102,20240104,20240110,1,260,3798.8,CZK
95,20240102,20240128,20240210,1,345,2603.15,CZK
96,20240102,20240127,20240202,1,388,240.14,CZK
97,20240102,20240109,,1,399,4433.09,CZK
98,20240102,20240104,20240104,1,409,2829.32,CZK
99,20240102,20240103,20240105,1,427,6101.24,CZK
100,20240102,20240108,20240114,1,439,1955.52,CZK
101,20240102,20240213,20240226,1,441,2690.41,CZK
102,20240102,20240109,20240115,1,470,1838.86,CZK
103,20240102,20240109,20240114,1,482,2654.32,CZK
104,20240102,20240208,20240216,1,520,485.82,CZK
105,20240102,20240107,20240110,1,538,6198.54,CZK
106,20240102,20240109,20240110,1,576,10504.1,CZK
107,20240102,20240103,,1,584,2772.76,CZK
108,20240102,20240103,20240109,1,589,353.84,CZK
109,20240102,20240130,20240218,1,631,1343.24,CZK
110,20240102,20240108,20240110,1,649,2946.65,CZK
111,20240102,20240109,20240114,1,654,10534.18,CZK
112,20240102,20240104,20240107,1,661,159.95,CZK
113,20240102,20240103,20240103,1,726,180.18,CZK
114,20240102,20240103,,1,752,4098.25,CZK
115,20240102,20240109,,1,762,2881.31,CZK
116,20240102,20240205,20240220,1,883,9403.75,CZK
117,20240102,20240109,20240109,1,940,477.34,CZK
118,20240102,20240107,20240107,1,947,1251.34,CZK
119,20240102,20240108,20240113,1,985,1419.91,CZK
120,20240102,20240129,20240201,1,986,163.83,CZK
121,20240102,20240104,20240106,1,996,125.14,CZK
122,20240102,20240102,20240102,1,1001,2844.06,CZK
123,20240102,20240103,20240104,1,1009,353.69,CZK
124,20240102,20240214,20240218,1,1023,4391.9,CZK
125,20240102,20240103,20240103,1,1059,3341.46,CZK
126,20240102,20240104,20240103,1,1080,346.0,CZK
127,20240102,20240106,20240108,1,1081,124.05,CZK
128,20240102,20240108,20240108,1,1091,10260.95,CZK
129,20240102,20240107,20240109,1,1125,1441.08,CZK
130,20240102,20240104,20240110,1,1127,4126.81,CZK
131,20240102,20240107,20240111,1,1128,4069.16,CZK
132,20240102,20240128,20240130,1,1131,3031.62,CZK
133,20240102,20240108,20240113,1,1157,2668.0,CZK
134,20240102,20240212,20240217,1,1166,2668.66,CZK
135,20240102,20240106,20240109,2,33,1465.75,EUR
136,20240102,20240108,,2,52,373.04,EUR
137,20240102,20240209,20240228,2,182,125.44,EUR
138,20240102,20240108,20240112,2,209,2510.37,EUR
139,20240102,20240107,20240112,2,281,209.3,EUR
140,20240102,20240204,20240216,2,382,496.51,EUR
141,20240102,20240108,20240108,2,423,470.45,EUR
142,20240102,20240106,20240110,2,429,1517.71,EUR
143,20240102,20240209,,2,431,4384.25,EUR
144,20240102,20240215,20240304,2,614,4439.58,EUR
145,20240102,20240103,20240102,2,637,2896.74,EUR
146,20240102,20240214,20240302,2,655,3992.31,EUR
147,20240102,20240102,20240105,2,716,5955.75,EUR
148,20240102,20240109,20240113,2,739,2884.5,EUR
149,20240102,20240102,20240101,2,783,109.06,EUR
150,20240102,20240102,20240103,2,801,337.81,EUR
151,20240102,20240102,20240103,2,823,2612.79,EUR
152,20240102,20240108,20240112,2,870,500.02,EUR
153,20240102,20240107,20240110,2,885,4482.93,EUR
154,20240102,20240107,20240113,2,945,1419.84,EUR
155,20240102,20240203,20240201,2,992,1445.23,EUR
156,20240102,20240108,,2,1091,2031.96,EUR
157,20240102,20240130,20240130,2,1115,2859.62,EUR
158,20240103,20240106,20240110,1,27,4203.82,CZK
159,20240103,20240110,20240116,1,43,345.7,CZK
160,20240103,20240107,20240114,1,69,184.5,CZK
161,20240103,20240105,20240109,1,86,2679.92,CZK
162,20240103,20240110,20240109,1,103,5989.82,CZK
163,20240103,20240105,20240104,1,130,6177.27,CZK
164,20240103,20240107,20240113,1,149,4074.19,CZK
165,20240103,20240106,20240107,1,157,178.26,CZK
166,20240103,20240201,20240209,1,160,4423.48,CZK
167,20240103,20240210,,1,167,248.83,CZK
168,20240103,20240109,20240109,1,175,317.7,CZK
169,20240103,20240214,20240303,1,185,172.05,CZK
170,20240103,20240109,20240113,1,196,1476.47,CZK
171,20240103,20240106,20240109,1,205,2072.06,CZK
172,20240103,20240105,,1,222,6199.15,CZK
173,20240103,20240107,20240109,1,229,4210.9,CZK
174,20240103,20240203,20240207,1,236,1774.15,CZK
175,20240103,20240104,20240103,1,270,340.33,CZK
176,20240103,20240212,20240302,1,280,3734.03,CZK
177,20240103,20240202,20240215,1,296,376.97,CZK
178,20240103,20240129,20240201,1,299,378.72,CZK
179,20240103,20240210,20240211,1,320,2760.26,CZK
180,20240103,20240204,20240203,1,357,483.11,CZK
181,20240103,20240104,20240106,1,360,345.5,CZK
182,20240103,20240131,20240208,1,388,882.05,CZK
183,20240103,20240103,20240109,1,412,1501.43,CZK
184,20240103,20240107,20240107,1,455,316.18,CZK
185,20240103,20240106,20240107,1,467,248.35,CZK
186,20240103,20240104,20240110,1,473,380.01,CZK
187,20240103,20240104,20240103,1,479,127.49,CZK
188,20240103,20240106,20240113,1,483,590.31,CZK
189,20240103,20240109,20240108,1,501,1998.09,CZK
190,20240103,20240105,20240107,1,509,548.11,CZK
191,20240103,20240105,20240105,1,511,873.61,CZK
192,20240103,20240216,20240222,1,554,157.86,CZK
193,20240103,20240108,20240115,1,557,3666.32,CZK
194,20240103,20240106,20240110,1,597,6231.19,CZK
195,20240103,20240103,20240108,1,645,316.13,CZK
196,20240103,20240109,20240114,1,696,6146.32,CZK
197,20240103,20240103,20240109,1,698,369.25,CZK
198,20240103,20240104,20240108,1,740,3770.06,CZK
199,20240103,20240203,20240204,1,785,1317.52,CZK
200,20240103,20240108,20240113,1,799,3905.9,CZK
201,20240103,20240211,20240225,1,825,1392.26,CZK
202,20240103,20240110,20240109,1,855,2426.0,CZK
203,20240103,20240106,20240111,1,861,910.74,CZK
204,20240103,20240107,20240108,1,910,502.93,CZK
205,20240103,20240201,20240210,1,955,381.23,CZK
206,20240103,20240210,20240222,1,957,5167.25,CZK
207,20240103,20240128,20240207,1,967,4334.76,CZK
208,20240103,20240110,,1,997,1784.67,CZK
209,20240103,20240109,20240109,1,1001,3393.24,CZK
210,20240103,20240105,20240107,1,1012,1003.69,CZK
211,20240103,20240109,20240113,1,1019,5958.2,CZK
212,20240103,20240103,20240104,1,1024,6137.05,CZK
213,20240103,20240109,20240113,1,1039,3984.13,CZK
214,20240103,20240108,20240107,1,1050,4855.6900000000005,CZK
215,20240103,20240215,20240229,1,1057,181.11,CZK
216,20240103,20240108,20240114,1,1067,3138.32,CZK
217,20240103,20240104,20240111,1,1092,3532.03,CZK
218,20240103,20240109,20240114,1,1112,215.98,CZK
219,20240103,20240216,20240219,1,1120,1332.58,CZK
220,20240103,20240217,20240216,1,1123,2813.86,CZK
221,20240103,20240104,20240106,1,1127,372.35,CZK
222,20240103,20240104,20240111,1,1137,308.12,CZK
223,20240103,20240129,20240209,1,1186,1944.89,CZK
224,20240103,20240108,20240113,2,38,6190.18,EUR
225,20240103,20240209,,2,73,1309.52,EUR
226,20240103,20240106,20240112,2,120,4200.94,EUR
227,20240103,20240208,20240223,2,235,238.63,EUR
228,20240103,20240106,20240109,2,260,2906.32,EUR
229,20240103,20240103,20240105,2,290,4545.39,EUR
230,20240103,20240131,20240218,2,291,4198.91,EUR
231,20240103,20240108,20240113,2,335,6937.57,EUR
232,20240103,20240215,20240224,2,367,2685.26,EUR
233,20240103,20240104,20240108,2,448,4334.58,EUR
234,20240103,20240104,20240109,2,546,532.2,EUR
235,20240103,20240107,20240112,2,804,2483.59,EUR
236,20240103,20240108,20240110,2,889,377.51,EUR
237,20240103,20240103,20240103,2,943,1417.72,EUR
238,20240103,20240103,20240106,2,976,3994.09,EUR
239,20240103,20240108,20240109,2,1100,306.97,EUR
240,20240103,20240205,,2,1104,3605.51,EUR
241,20240103,20240108,20240113,2,1125,3557.82,EUR
242,20240103,20240108,20240108,2,1179,8624.27,EUR
243,20240104,20240111,20240114,1,67,367.52,CZK
244,20240104,20240108,20240115,1,71,2633.54,CZK
245,20240104,20240211,20240219,1,73,2104.97,CZK
246,20240104,20240104,20240103,1,106,5991.47,CZK
247,20240104,20240110,20240116,1,121,3651.18,CZK
248,20240104,20240104,20240104,1,136,1500.3,CZK
249,20240104,20240210,20240214,1,137,2000.19,CZK
250,20240104,20240109,,1,164,2564.07,CZK
251,20240104,20240217,20240218,1,170,5497.26,CZK
252,20240104,20240209,20240212,1,191,4393.62,CZK
253,20240104,20240209,20240211,1,238,2985.66,CZK
254,20240104,20240108,20240108,1,243,2487.18,CZK
255,20240104,20240104,20240103,1,287,217.42,CZK
256,20240104,20240108,,1,331,1453.74,CZK
257,20240104,20240130,20240204,1,346,125.07,CZK
258,20240104,20240209,20240211,1,388,4187.87,CZK
259,20240104,20240107,,1,391,503.13,CZK
260,20240104,20240110,20240115,1,399,2686.39,CZK
261,20240104,20240106,20240106,1,454,345.98,CZK
262,20240104,20240107,20240106,1,486,354.94,CZK
263,20240104,20240107,20240113,1,505,6003.93,CZK
264,20240104,20240110,20240111,1,511,2600.3,CZK
265,20240104,20240107,20240111,1,531,1460.72,CZK
266,20240104,20240111,20240113,1,552,1411.56,CZK
267,20240104,20240105,20240106,1,601,2477.89,CZK
268,20240104,20240209,20240219,1,657,207.98,CZK
269,20240104,20240210,20240218,1,677,1886.27,CZK
270,20240104,20240107,20240113,1,731,1457.75,CZK
271,20240104,20240109,,1,745,1312.2,CZK
272,20240104,20240109,20240116,1,746,6295.54,CZK
273,20240104,20240105,20240105,1,748,1304.02,CZK
274,20240104,20240109,20240113,1,778,124.41,CZK
275,20240104,20240209,20240210,1,779,6133.99,CZK
276,20240104,20240104,,1,799,1345.66,CZK
277,20240104,20240109,20240108,1,802,2580.09,CZK
278,20240104,20240105,20240112,1,821,7085.879999999999,CZK
279,20240104,20240107,,1,847,4126.92,CZK
280,20240104,20240109,20240108,1,870,4407.6,CZK
281,20240104,20240108,,1,878,111.01,CZK
282,20240104,20240105,20240107,1,885,1479.84,CZK
283,20240104,20240110,20240115,1,930,10457.97,CZK
284,20240104,20240109,20240111,1,966,3549.91,CZK
285,20240104,20240111,20240118,1,969,167.22,CZK
286,20240104,20240206,20240204,1,982,327.32,CZK
287,20240104,20240104,20240106,1,985,331.14,CZK
288,20240104,20240110,20240111,1,1056,10423.7,CZK
289,20240104,20240131,20240201,1,1057,532.06,CZK
290,20240104,20240216,,1,1061,1994.1,CZK
291,20240104,20240107,20240106,1,1092,1277.16,CZK
292,20240104,20240111,20240112,1,1094,2864.11,CZK
293,20240104,20240217,20240216,1,1104,3504.05,CZK
294,20240104,20240107,20240106,1,1110,2818.46,CZK
295,20240104,20240110,20240112,1,1156,494.0,CZK
296,20240104,20240131,20240219,1,1160,1486.91,CZK
297,20240104,20240202,20240205,1,1176,6691.04,CZK
298,20240104,20240104,20240105,1,1198,10615.66,CZK
299,20240104,20240107,20240113,2,271,124.67,EUR
300,20240104,20240105,,2,317,3415.54,EUR
301,20240104,20240202,20240211,2,347,4363.27,EUR
302,20240104,20240106,20240112,2,356,6323.48,EUR
303,20240104,20240209,,2,357,2737.11,EUR
304,20240104,20240108,20240114,2,378,506.68,EUR
305,20240104,20240130,20240203,2,390,3943.14,EUR
306,20240104,20240107,20240108,2,412,1384.52,EUR
307,20240104,20240106,20240113,2,436,217.1,EUR
308,20240104,20240106,20240106,2,469,117.93,EUR
309,20240104,20240214,20240213,2,495,493.47,EUR
310,20240104,20240208,20240220,2,527,167.28,EUR
311,20240104,20240106,20240113,2,584,921.84,EUR
312,20240104,20240108,20240109,2,610,6156.33,EUR
313,20240104,20240104,20240110,2,706,6034.65,EUR
314,20240104,20240203,20240210,2,715,1507.93,EUR
315,20240104,20240104,20240108,2,855,4091.95,EUR
316,20240104,20240110,20240116,2,865,3209.08,EUR
317,20240104,20240205,20240222,2,895,2654.46,EUR
318,20240104,20240107,20240110,2,931,484.45,EUR
319,20240104,20240129,20240205,2,937,309.65,EUR
320,20240104,20240108,20240111,2,1017,2011.0,EUR
321,20240104,20240109,20240114,2,1025,3478.29,EUR
322,20240104,20240215,20240219,2,1034,346.69,EUR
323,20240104,20240217,20240222,2,1075,323.74,EUR
324,20240104,20240104,20240103,2,1140,2073.67,EUR
325,20240105,20240109,,1,13,166.47,CZK
326,20240105,20240206,20240204,1,23,369.36,CZK
327,20240105,20240112,20240116,1,29,3725.89,CZK
328,20240105,20240106,,1,40,219.87,CZK
329,20240105,20240106,,1,52,6605.15,CZK
330,20240105,20240107,20240106,1,67,324.68,CZK
331,20240105,20240112,20240119,1,81,538.79,CZK
332,20240105,20240107,20240107,1,93,6599.36,CZK
333,20240105,20240219,,1,143,1324.98,CZK
334,20240105,20240205,,1,151,1413.25,CZK
335,20240105,20240112,20240118,1,165,1836.97,CZK
336,20240105,20240108,20240115,1,169,309.48,CZK
337,20240105,20240111,,1,222,4417.23,CZK
338,20240105,20240112,20240116,1,228,2110.9,CZK
339,20240105,20240112,,1,239,9889.02,CZK
340,20240105,20240111,,1,269,1315.95,CZK
341,20240105,20240105,20240106,1,273,2913.87,CZK
342,20240105,20240109,20240113,1,277,4236.66,CZK
343,20240105,20240108,20240110,1,282,3738.32,CZK
344,20240105,20240110,20240113,1,283,5741.58,CZK
345,20240105,20240111,20240114,1,290,3110.49,CZK
346,20240105,20240112,20240113,1,331,498.57,CZK
347,20240105,20240111,20240118,1,349,4013.3500000000004,CZK
348,20240105,20240107,20240109,1,374,328.7,CZK
349,20240105,20240106,20240113,1,376,6106.29,CZK
350,20240105,20240212,20240226,1,382,9753.28,CZK
351,20240105,20240111,20240117,1,453,1465.05,CZK
352,20240105,20240108,20240108,1,505,2826.43,CZK
353,20240105,20240111,20240114,1,518,4151.66,CZK
354,20240105,20240214,20240215,1,527,5674.0,CZK
355,20240105,20240108,20240114,1,536,3039.61,CZK
356,20240105,20240105,20240111,1,589,2630.2,CZK
357,20240105,20240215,20240229,1,591,6353.12,CZK
358,20240105,20240202,20240210,1,640,3505.47,CZK
359,20240105,20240110,20240117,1,723,1488.96,CZK
360,20240105,20240108,20240109,1,726,1285.63,CZK
361,20240105,20240111,20240110,1,738,2666.72,CZK
362,20240105,20240105,20240112,1,766,9081.23,CZK
363,20240105,20240211,20240214,1,776,1382.44,CZK
364,20240105,20240109,20240114,1,801,126.4,CZK
365,20240105,20240201,20240220,1,803,3717.42,CZK
366,20240105,20240110,20240110,1,811,340.7,CZK
367,20240105,20240106,20240108,1,826,6922.59,CZK
368,20240105,20240109,20240112,1,832,2670.53,CZK
369,20240105,20240108,,1,848,5935.88,CZK
370,20240105,20240105,20240108,1,856,382.47,CZK
371,20240105,20240112,,1,890,3206.02,CZK
372,20240105,20240216,,1,892,508.24,CZK
373,20240105,20240210,20240217,1,912,321.51,CZK
374,20240105,20240219,,1,916,1990.06,CZK
375,20240105,20240109,20240116,1,919,299.79,CZK
376,20240105,20240110,20240116,1,930,4348.81,CZK
377,20240105,20240214,20240221,1,942,253.19,CZK
378,20240105,20240108,20240114,1,947,2561.66,CZK
379,20240105,20240205,20240209,1,949,4246.26,CZK
380,20240105,20240109,20240116,1,963,1477.11,CZK
381,20240105,20240203,20240222,1,965,176.9,CZK
382,20240105,20240210,20240211,1,974,551.24,CZK
383,20240105,20240217,20240216,1,981,6059.2,CZK
384,20240105,20240210,20240215,1,986,185.73,CZK
385,20240105,20240112,,1,1005,175.45,CZK
386,20240105,20240109,20240110,1,1032,1414.47,CZK
387,20240105,20240106,20240105,1,1042,330.32,CZK
388,20240105,20240213,20240226,1,1188,157.53,CZK
389,20240105,20240109,20240108,2,282,4543.58,EUR
390,20240105,20240112,20240114,2,352,1788.24,EUR
391,20240105,20240216,20240227,2,388,360.18,EUR
392,20240105,20240214,20240221,2,397,1832.97,EUR
393,20240105,20240110,20240113,2,423,1315.36,EUR
394,20240105,20240110,20240117,2,460,6617.02,EUR
395,20240105,20240105,20240105,2,533,2821.79,EUR
396,20240105,20240106,20240111,2,538,3913.78,EUR
397,20240105,20240107,20240106,2,604,7135.1,EUR
398,20240105,20240110,20240117,2,644,551.91,EUR
399,20240105,20240109,20240112,2,735,1431.53,EUR
400,20240105,20240111,20240110,2,768,185.95,EUR
401,20240105,20240209,20240219,2,789,2950.29,EUR
402,20240105,20240106,20240106,2,801,544.62,EUR
403,20240105,20240206,20240203,2,842,989.89,EUR
404,20240105,20240109,20240112,2,881,4008.75,EUR
405,20240105,20240108,,2,900,3999.28,EUR
406,20240105,20240218,20240228,2,955,1497.88,EUR
407,20240105,20240206,,2,965,6263.94,EUR
408,20240105,20240109,20240109,2,994,505.65,EUR
409,20240105,20240205,20240221,2,995,10470.59,EUR
410,20240105,20240201,20240219,2,1120,2851.79,EUR
411,20240105,20240105,20240112,2,1165,2095.61,EUR
412,20240106,20240110,20240112,1,2,5954.43,CZK
413,20240106,20240111,20240115,1,4,2940.51,CZK
414,20240106,20240113,20240114,1,20,4543.88,CZK
415,20240106,20240113,20240116,1,52,4317.49,CZK
416,20240106,20240106,20240110,1,58,1341.45,CZK
417,20240106,20240112,20240117,1,61,1460.13,CZK
418,20240106,20240106,20240106,1,79,868.96,CZK
419,20240106,20240218,20240305,1,110,5970.27,CZK
420,20240106,20240215,20240216,1,137,119.41,CZK
421,20240106,20240107,20240112,1,141,1498.91,CZK
422,20240106,20240111,20240115,1,159,2499.64,CZK
423,20240106,20240131,20240131,1,162,3959.32,CZK
424,20240106,20240219,20240301,1,179,498.88,CZK
425,20240106,20240106,20240112,1,188,3028.82,CZK
426,20240106,20240109,20240108,1,251,1372.45,CZK
427,20240106,20240216,20240217,1,298,2612.29,CZK
428,20240106,20240111,20240114,1,328,6791.13,CZK
429,20240106,20240113,20240119,1,366,4090.5,CZK
430,20240106,20240107,20240108,1,427,1990.55,CZK
431,20240106,20240107,20240107,1,437,1311.62,CZK
432,20240106,20240107,20240107,1,464,1338.91,CZK
433,20240106,20240108,20240108,1,483,337.44,CZK
434,20240106,20240111,20240114,1,505,3987.49,CZK
435,20240106,20240110,,1,562,4318.31,CZK
436,20240106,20240213,20240212,1,591,1419.18,CZK
437,20240106,20240108,,1,624,359.65,CZK
438,20240106,20240111,20240111,1,676,3606.44,CZK
439,20240106,20240205,20240218,1,708,2048.67,CZK
440,20240106,20240218,,1,713,1971.38,CZK
441,20240106,20240106,20240105,1,721,6024.53,CZK
442,20240106,20240110,20240113,1,746,521.72,CZK
443,20240106,20240109,20240116,1,755,357.77,CZK
444,20240106,20240113,20240119,1,773,1732.75,CZK
445,20240106,20240110,,1,799,3634.02,CZK
446,20240106,20240108,20240114,1,849,1960.69,CZK
447,20240106,20240107,20240112,1,861,6859.75,CZK
448,20240106,20240110,20240113,1,877,6166.21,CZK
449,20240106,20240110,20240111,1,932,126.11,CZK
450,20240106,20240106,20240113,1,950,3453.79,CZK
451,20240106,20240111,20240111,1,1020,976.51,CZK
452,20240106,20240113,20240117,1,1036,151.54,CZK
453,20240106,20240108,20240112,1,1062,520.05,CZK
454,20240106,20240108,20240108,1,1081,1317.3,CZK
455,20240106,20240111,20240112,1,1096,3069.63,CZK
456,20240106,20240109,20240112,1,1111,1462.1,CZK
457,20240106,20240110,20240116,1,1187,1442.52,CZK
458,20240106,20240109,20240113,2,48,161.96,EUR
459,20240106,20240220,20240226,2,179,4494.94,EUR
460,20240106,20240113,20240113,2,196,1471.76,EUR
461,20240106,20240110,20240114,2,227,2916.92,EUR
462,20240106,20240201,20240216,2,241,4287.19,EUR
463,20240106,20240220,20240224,2,342,355.66,EUR
464,20240106,20240106,20240112,2,500,4305.62,EUR
465,20240106,20240112,20240119,2,519,4186.86,EUR
466,20240106,20240112,20240119,2,557,342.34,EUR
467,20240106,20240109,20240111,2,559,6547.26,EUR
468,20240106,20240109,20240112,2,601,178.04,EUR
469,20240106,20240110,20240110,2,641,4557.61,EUR
470,20240106,20240113,,2,653,162.37,EUR
471,20240106,20240113,20240119,2,669,3038.24,EUR
472,20240106,20240212,20240229,2,749,1511.2,EUR
473,20240106,20240110,20240117,2,808,4507.7,EUR
474,20240106,20240113,20240115,2,841,538.79,EUR
475,20240106,20240212,20240227,2,949,184.71,EUR
476,20240106,20240108,20240114,2,1097,3522.84,EUR
477,20240106,20240111,20240116,2,1100,6279.21,EUR
478,20240106,20240106,20240110,2,1119,1365.86,EUR
479,20240106,20240106,20240113,2,1197,181.57,EUR
480,20240107,20240204,20240218,1,8,526.28,CZK
481,20240107,20240207,20240224,1,25,10004.39,CZK
482,20240107,20240114,20240113,1,30,430.21,CZK
483,20240107,20240219,20240229,1,32,3404.51,CZK
484,20240107,20240110,20240109,1,41,1332.03,CZK
485,20240107,20240202,20240217,1,45,4248.67,CZK
486,20240107,20240210,20240211,1,46,224.22,CZK
487,20240107,20240110,20240113,1,49,5593.25,CZK
488,20240107,20240218,20240223,1,56,458.94,CZK
489,20240107,20240218,20240305,1,101,1418.83,CZK
490,20240107,20240201,20240217,1,139,4405.13,CZK
491,20240107,20240113,20240114,1,190,354.9,CZK
492,20240107,20240109,20240116,1,225,252.81,CZK
493,20240107,20240114,20240119,1,270,451.22,CZK
494,20240107,20240109,20240114,1,294,354.57,CZK
495,20240107,20240114,20240117,1,326,2830.78,CZK
496,20240107,20240109,20240113,1,360,334.1,CZK
497,20240107,20240113,20240113,1,369,3364.44,CZK
498,20240107,20240113,20240117,1,396,2607.02,CZK
499,20240107,20240107,20240106,1,398,4431.47,CZK
500,20240107,20240204,20240205,1,406,9129.85,CZK
501,20240107,20240108,20240114,1,409,1284.59,CZK
502,20240107,20240108,20240112,1,427,2450.06,CZK
503,20240107,20240112,20240116,1,482,242.82,CZK
504,20240107,20240112,20240115,1,490,5652.639999999999,CZK
505,20240107,20240107,20240109,1,523,352.03,CZK
506,20240107,20240204,20240221,1,544,1459.86,CZK
507,20240107,20240112,20240114,1,553,2045.64,CZK
508,20240107,20240107,20240112,1,716,2115.62,CZK
509,20240107,20240114,,1,755,1497.67,CZK
510,20240107,20240112,20240114,1,756,6283.73,CZK
511,20240107,20240107,20240113,1,777,4206.25,CZK
512,20240107,20240110,20240116,1,843,3961.92,CZK
513,20240107,20240213,20240221,1,853,4126.07,CZK
514,20240107,20240114,,1,860,478.96,CZK
515,20240107,20240212,20240225,1,873,157.71,CZK
516,20240107,20240109,20240115,1,894,2124.87,CZK
517,20240107,20240205,20240215,1,911,4054.23,CZK
518,20240107,20240108,20240112,1,968,3918.41,CZK
519,20240107,20240113,20240119,1,1015,3106.23,CZK
520,20240107,20240113,,1,1037,3857.95,CZK
521,20240107,20240112,20240116,1,1051,1329.53,CZK
522,20240107,20240112,20240115,1,1116,3959.18,CZK
523,20240107,20240112,20240113,1,1122,835.13,CZK
524,20240107,20240107,20240114,1,1141,5436.26,CZK
