plan_line_id,version,month_key,entity_id,cost_center_id,account_id,amount
155,PLAN_2026,20250401,2,10,1,222432.9
156,PLAN_2026,20250401,2,20,1,189825.69
157,PLAN_2026,20250401,2,10,2,212873.12
158,PLAN_2026,20250401,2,20,2,227239.84
159,PLAN_2026,20250401,2,10,3,-7727.26
160,PLAN_2026,20250401,2,10,4,-78803.71
161,PLAN_2026,20250401,2,10,5,-77745.79
162,PLAN_2026,20250401,2,20,5,-93819.83
163,PLAN_2026,20250401,2,30,5,-164487.73
164,PLAN_2026,20250401,2,40,5,-57527.71
165,PLAN_2026,20250401,2,10,6,-75024.33
166,PLAN_2026,20250401,2,20,6,-86644.92
167,PLAN_2026,20250401,2,30,6,-67941.49
168,PLAN_2026,20250401,2,40,6,-71642.71
169,PLAN_2026,20250401,2,10,7,-58395.94
170,PLAN_2026,20250401,2,20,7,-76651.41
171,PLAN_2026,20250401,2,30,7,-62078.76
172,PLAN_2026,20250401,2,40,7,-50475.64
173,PLAN_2026,20250401,2,10,8,-65841.42
174,PLAN_2026,20250401,2,20,8,-81030.65
175,PLAN_2026,20250401,2,30,8,-69161.88
176,PLAN_2026,20250401,2,40,8,-83219.69
177,PLAN_2026,20250501,1,10,1,489817.22
178,PLAN_2026,20250501,1,20,1,396890.81
179,PLAN_2026,20250501,1,10,2,408547.74
180,PLAN_2026,20250501,1,20,2,437631.15
181,PLAN_2026,20250501,1,10,3,-128536.85
182,PLAN_2026,20250501,1,10,4,-109930.99
183,PLAN_2026,20250501,1,10,5,-54094.73
184,PLAN_2026,20250501,1,20,5,-59248.53
185,PLAN_2026,20250501,1,30,5,-112217.64
186,PLAN_2026,20250501,1,40,5,-55242.48
187,PLAN_2026,20250501,1,10,6,-79510.28
188,PLAN_2026,20250501,1,20,6,-74906.52
189,PLAN_2026,20250501,1,30,6,-84860.99
190,PLAN_2026,20250501,1,40,6,-55495.7
191,PLAN_2026,20250501,1,10,7,-86000.92
192,PLAN_2026,20250501,1,20,7,-66909.65
193,PLAN_2026,20250501,1,30,7,-80958.92
194,PLAN_2026,20250501,1,40,7,-72257.44
195,PLAN_2026,20250501,1,10,8,-80968.72
196,PLAN_2026,20250501,1,20,8,-64981.88
197,PLAN_2026,20250501,1,30,8,-79537.33
198,PLAN_2026,20250501,1,40,8,-87610.36
199,PLAN_2026,20250501,2,10,1,256703.29
200,PLAN_2026,20250501,2,20,1,248463.95
201,PLAN_2026,20250501,2,10,2,225718.8
202,PLAN_2026,20250501,2,20,2,242209.59
203,PLAN_2026,20250501,2,10,3,-72172.33
204,PLAN_2026,20250501,2,10,4,-92788.22
205,PLAN_2026,20250501,2,10,5,-67489.69
206,PLAN_2026,20250501,2,20,5,-68420.39
207,PLAN_2026,20250501,2,30,5,-122908.98
208,PLAN_2026,20250501,2,40,5,-81638.63
209,PLAN_2026,20250501,2,10,6,-76516.98
210,PLAN_2026,20250501,2,20,6,-51329.27
211,PLAN_2026,20250501,2,30,6,-61603.45
212,PLAN_2026,20250501,2,40,6,-76118.57
213,PLAN_2026,20250501,2,10,7,-106972.51
214,PLAN_2026,20250501,2,20,7,-72551.05
215,PLAN_2026,20250501,2,30,7,-79488.7
216,PLAN_2026,20250501,2,40,7,-64065.31
217,PLAN_2026,20250501,2,10,8,-78592.06
218,PLAN_2026,20250501,2,20,8,-60898.93
219,PLAN_2026,20250501,2,30,8,-62390.89
220,PLAN_2026,20250501,2,40,8,-76746.64
221,PLAN_2026,20250601,1,10,1,426522.01
222,PLAN_2026,20250601,1,20,1,402253.1
223,PLAN_2026,20250601,1,10,2,394548.13
224,PLAN_2026,20250601,1,20,2,409602.0
225,PLAN_2026,20250601,1,10,3,-113271.55
226,PLAN_2026,20250601,1,10,4,-145926.57
227,PLAN_2026,20250601,1,10,5,-64538.62
228,PLAN_2026,20250601,1,20,5,-65542.16
229,PLAN_2026,20250601,1,30,5,-138979.14
230,PLAN_2026,20250601,1,40,5,-72554.74
231,PLAN_2026,20250601,1,10,6,-71265.17
232,PLAN_2026,20250601,1,20,6,-68685.97
233,PLAN_2026,20250601,1,30,6,-63656.3
234,PLAN_2026,20250601,1,40,6,-62592.7
235,PLAN_2026,20250601,1,10,7,-89255.24
236,PLAN_2026,20250601,1,20,7,-73550.63
237,PLAN_2026,20250601,1,30,7,-65809.47
238,PLAN_2026,20250601,1,40,7,-63900.17
239,PLAN_2026,20250601,1,10,8,-61846.73
240,PLAN_2026,20250601,1,20,8,-85645.48
241,PLAN_2026,20250601,1,30,8,-46926.87
242,PLAN_2026,20250601,1,40,8,-74984.34
243,PLAN_2026,20250601,2,10,1,152936.25
244,PLAN_2026,20250601,2,20,1,243954.26
245,PLAN_2026,20250601,2,10,2,198921.75
246,PLAN_2026,20250601,2,20,2,195295.93
247,PLAN_2026,20250601,2,10,3,-72768.85
248,PLAN_2026,20250601,2,10,4,-49226.33
249,PLAN_2026,20250601,2,10,5,-80942.81
250,PLAN_2026,20250601,2,20,5,-48168.49
251,PLAN_2026,20250601,2,30,5,-117215.44
252,PLAN_2026,20250601,2,40,5,-77787.72
253,PLAN_2026,20250601,2,10,6,-79401.74
254,PLAN_2026,20250601,2,20,6,-77918.64
255,PLAN_2026,20250601,2,30,6,-51469.42
256,PLAN_2026,20250601,2,40,6,-72773.76
257,PLAN_2026,20250601,2,10,7,-64550.49
258,PLAN_2026,20250601,2,20,7,-63640.54
259,PLAN_2026,20250601,2,30,7,-76772.96
260,PLAN_2026,20250601,2,40,7,-64961.79
261,PLAN_2026,20250601,2,10,8,-40756.59
262,PLAN_2026,20250601,2,20,8,-60707.2
263,PLAN_2026,20250601,2,30,8,-77783.36
264,PLAN_2026,20250601,2,40,8,-35147.99
265,PLAN_2026,20250701,1,10,1,372652.55
266,PLAN_2026,20250701,1,20,1,477736.12
267,PLAN_2026,20250701,1,10,2,478608.57
268,PLAN_2026,20250701,1,20,2,477553.96
269,PLAN_2026,20250701,1,10,3,-187046.28
270,PLAN_2026,20250701,1,10,4,-132058.09
271,PLAN_2026,20250701,1,10,5,-64158.74
272,PLAN_2026,20250701,1,20,5,-91535.65
273,PLAN_2026,20250701,1,30,5,-104928.0
274,PLAN_2026,20250701,1,40,5,-94709.97
275,PLAN_2026,20250701,1,10,6,-54143.58
276,PLAN_2026,20250701,1,20,6,-58688.36
277,PLAN_2026,20250701,1,30,6,-77264.85
278,PLAN_2026,20250701,1,40,6,-65611.4
279,PLAN_2026,20250701,1,10,7,-74595.97
280,PLAN_2026,20250701,1,20,7,-55092.82
281,PLAN_2026,20250701,1,30,7,-62937.08
282,PLAN_2026,20250701,1,40,7,-60246.01
283,PLAN_2026,20250701,1,10,8,-77687.37
284,PLAN_2026,20250701,1,20,8,-93992.78
285,PLAN_2026,20250701,1,30,8,-60694.09
286,PLAN_2026,20250701,1,40,8,-73486.05
287,PLAN_2026,20250701,2,10,1,197822.11
288,PLAN_2026,20250701,2,20,1,219458.32
289,PLAN_2026,20250701,2,10,2,122961.0
290,PLAN_2026,20250701,2,20,2,200214.18
291,PLAN_2026,20250701,2,10,3,-93617.89
292,PLAN_2026,20250701,2,10,4,-86162.69
293,PLAN_2026,20250701,2,10,5,-56279.06
294,PLAN_2026,20250701,2,20,5,-63834.61
295,PLAN_2026,20250701,2,30,5,-130624.12
296,PLAN_2026,20250701,2,40,5,-61504.97
297,PLAN_2026,20250701,2,10,6,-71447.56
298,PLAN_2026,20250701,2,20,6,-84246.63
299,PLAN_2026,20250701,2,30,6,-71541.24
300,PLAN_2026,20250701,2,40,6,-34016.26
301,PLAN_2026,20250701,2,10,7,-88571.48
302,PLAN_2026,20250701,2,20,7,-64691.58
303,PLAN_2026,20250701,2,30,7,-75230.19
304,PLAN_2026,20250701,2,40,7,-58019.82
305,PLAN_2026,20250701,2,10,8,-76086.31
306,PLAN_2026,20250701,2,20,8,-66165.58
307,PLAN_2026,20250701,2,30,8,-68032.34
308,PLAN_2026,20250701,2,40,8,-81514.13
309,PLAN_2026,20250801,1,10,1,415479.82
310,PLAN_2026,20250801,1,20,1,473791.1
311,PLAN_2026,20250801,1,10,2,464101.02
312,PLAN_2026,20250801,1,20,2,375101.59
313,PLAN_2026,20250801,1,10,3,-153128.93
314,PLAN_2026,20250801,1,10,4,-143361.08
315,PLAN_2026,20250801,1,10,5,-74653.0
316,PLAN_2026,20250801,1,20,5,-70563.8
317,PLAN_2026,20250801,1,30,5,-113752.15
318,PLAN_2026,20250801,1,40,5,-64824.06
319,PLAN_2026,20250801,1,10,6,-39176.51
320,PLAN_2026,20250801,1,20,6,-72750.3
321,PLAN_2026,20250801,1,30,6,-78782.89
322,PLAN_2026,20250801,1,40,6,-74687.6
323,PLAN_2026,20250801,1,10,7,-50519.04
324,PLAN_2026,20250801,1,20,7,-85624.06
325,PLAN_2026,20250801,1,30,7,-53635.12
326,PLAN_2026,20250801,1,40,7,-54032.41
327,PLAN_2026,20250801,1,10,8,-76621.51
328,PLAN_2026,20250801,1,20,8,-60303.33
329,PLAN_2026,20250801,1,30,8,-75467.71
330,PLAN_2026,20250801,1,40,8,-63267.16
331,PLAN_2026,20250801,2,10,1,323503.05
332,PLAN_2026,20250801,2,20,1,206672.09
333,PLAN_2026,20250801,2,10,2,189813.08
334,PLAN_2026,20250801,2,20,2,254008.91
335,PLAN_2026,20250801,2,10,3,-86369.86
336,PLAN_2026,20250801,2,10,4,-6247.44
337,PLAN_2026,20250801,2,10,5,-65581.55
338,PLAN_2026,20250801,2,20,5,-92607.74
339,PLAN_2026,20250801,2,30,5,-88989.83
340,PLAN_2026,20250801,2,40,5,-66619.46
341,PLAN_2026,20250801,2,10,6,-78283.5
342,PLAN_2026,20250801,2,20,6,-35212.44
343,PLAN_2026,20250801,2,30,6,-41127.23
344,PLAN_2026,20250801,2,40,6,-73731.65
345,PLAN_2026,20250801,2,10,7,-82446.77
346,PLAN_2026,20250801,2,20,7,-30143.74
347,PLAN_2026,20250801,2,30,7,-61154.61
348,PLAN_2026,20250801,2,40,7,-66928.23
349,PLAN_2026,20250801,2,10,8,-89618.59
350,PLAN_2026,20250801,2,20,8,-86773.43
351,PLAN_2026,20250801,2,30,8,-52104.33
352,PLAN_2026,20250801,2,40,8,-65420.26
353,PLAN_2026,20250901,1,10,1,470104.12
354,PLAN_2026,20250901,1,20,1,466207.31
355,PLAN_2026,20250901,1,10,2,438403.49
356,PLAN_2026,20250901,1,20,2,445095.23
357,PLAN_2026,20250901,1,10,3,-121417.05
358,PLAN_2026,20250901,1,10,4,-146314.2
359,PLAN_2026,20250901,1,10,5,-88668.04
360,PLAN_2026,20250901,1,20,5,-66580.33
361,PLAN_2026,20250901,1,30,5,-115535.9
362,PLAN_2026,20250901,1,40,5,-62247.75
363,PLAN_2026,20250901,1,10,6,-72038.24
364,PLAN_2026,20250901,1,20,6,-76016.34
365,PLAN_2026,20250901,1,30,6,-83957.28
366,PLAN_2026,20250901,1,40,6,-76499.77
367,PLAN_2026,20250901,1,10,7,-75756.51
368,PLAN_2026,20250901,1,20,7,-76335.45
369,PLAN_2026,20250901,1,30,7,-106879.96
370,PLAN_2026,20250901,1,40,7,-57896.45
371,PLAN_2026,20250901,1,10,8,-68594.22
372,PLAN_2026,20250901,1,20,8,-63062.01
373,PLAN_2026,20250901,1,30,8,-86246.54
374,PLAN_2026,20250901,1,40,8,-77096.7
375,PLAN_2026,20250901,2,10,1,152105.35
376,PLAN_2026,20250901,2,20,1,200030.89
377,PLAN_2026,20250901,2,10,2,229085.65
378,PLAN_2026,20250901,2,20,2,188349.05
379,PLAN_2026,20250901,2,10,3,-53888.04
380,PLAN_2026,20250901,2,10,4,-36623.24
381,PLAN_2026,20250901,2,10,5,-64107.54
382,PLAN_2026,20250901,2,20,5,-66435.15
383,PLAN_2026,20250901,2,30,5,-119711.1
384,PLAN_2026,20250901,2,40,5,-64154.37
385,PLAN_2026,20250901,2,10,6,-49848.71
386,PLAN_2026,20250901,2,20,6,-61741.44
387,PLAN_2026,20250901,2,30,6,-70711.87
388,PLAN_2026,20250901,2,40,6,-99019.42
389,PLAN_2026,20250901,2,10,7,-62694.16
390,PLAN_2026,20250901,2,20,7,-39581.93
391,PLAN_2026,20250901,2,30,7,-65693.34
392,PLAN_2026,20250901,2,40,7,-97402.4
393,PLAN_2026,20250901,2,10,8,-68568.4
394,PLAN_2026,20250901,2,20,8,-75997.9
395,PLAN_2026,20250901,2,30,8,-56769.79
396,PLAN_2026,20250901,2,40,8,-76622.45
397,PLAN_2026,20251001,1,10,1,447745.21
398,PLAN_2026,20251001,1,20,1,450800.81
399,PLAN_2026,20251001,1,10,2,485928.27
400,PLAN_2026,20251001,1,20,2,537265.09
401,PLAN_2026,20251001,1,10,3,-110986.38
402,PLAN_2026,20251001,1,10,4,-169029.82
403,PLAN_2026,20251001,1,10,5,-65769.43
404,PLAN_2026,20251001,1,20,5,-60344.28
405,PLAN_2026,20251001,1,30,5,-96333.13
406,PLAN_2026,20251001,1,40,5,-84603.44
407,PLAN_2026,20251001,1,10,6,-79319.89
408,PLAN_2026,20251001,1,20,6,-59485.45
409,PLAN_2026,20251001,1,30,6,-64990.28
410,PLAN_2026,20251001,1,40,6,-70094.62
411,PLAN_2026,20251001,1,10,7,-37051.49
412,PLAN_2026,20251001,1,20,7,-77724.9
413,PLAN_2026,20251001,1,30,7,-61660.48
414,PLAN_2026,20251001,1,40,7,-63208.11
415,PLAN_2026,20251001,1,10,8,-72133.13
416,PLAN_2026,20251001,1,20,8,-68211.83
417,PLAN_2026,20251001,1,30,8,-72991.93
418,PLAN_2026,20251001,1,40,8,-50418.77
419,PLAN_2026,20251001,2,10,1,261087.36
420,PLAN_2026,20251001,2,20,1,144004.91
421,PLAN_2026,20251001,2,10,2,245651.39
422,PLAN_2026,20251001,2,20,2,220607.01
423,PLAN_2026,20251001,2,10,3,-59146.15
424,PLAN_2026,20251001,2,10,4,-43483.47
425,PLAN_2026,20251001,2,10,5,-73291.32
426,PLAN_2026,20251001,2,20,5,-75383.52
427,PLAN_2026,20251001,2,30,5,-94561.68
428,PLAN_2026,20251001,2,40,5,-76191.91
429,PLAN_2026,20251001,2,10,6,-90261.07
430,PLAN_2026,20251001,2,20,6,-74066.6
431,PLAN_2026,20251001,2,30,6,-88543.46
432,PLAN_2026,20251001,2,40,6,-86570.97
433,PLAN_2026,20251001,2,10,7,-62194.85
434,PLAN_2026,20251001,2,20,7,-77265.23
435,PLAN_2026,20251001,2,30,7,-66820.78
436,PLAN_2026,20251001,2,40,7,-69372.79
437,PLAN_2026,20251001,2,10,8,-30767.79
438,PLAN_2026,20251001,2,20,8,-68568.6
439,PLAN_2026,20251001,2,30,8,-64305.9
440,PLAN_2026,20251001,2,40,8,-68911.85
441,PLAN_2026,20251101,1,10,1,440506.74
442,PLAN_2026,20251101,1,20,1,445461.28
443,PLAN_2026,20251101,1,10,2,497438.69
444,PLAN_2026,20251101,1,20,2,517583.29
445,PLAN_2026,20251101,1,10,3,-129731.8
446,PLAN_2026,20251101,1,10,4,-119309.76
447,PLAN_2026,20251101,1,10,5,-75515.42
448,PLAN_2026,20251101,1,20,5,-64871.39
449,PLAN_2026,20251101,1,30,5,-91126.51
450,PLAN_2026,20251101,1,40,5,-66865.52
451,PLAN_2026,20251101,1,10,6,-85059.32
452,PLAN_2026,20251101,1,20,6,-53082.13
453,PLAN_2026,20251101,1,30,6,-64467.55
454,PLAN_2026,20251101,1,40,6,-57026.01
455,PLAN_2026,20251101,1,10,7,-48848.98
456,PLAN_2026,20251101,1,20,7,-57277.85
457,PLAN_2026,20251101,1,30,7,-85580.44
458,PLAN_2026,20251101,1,40,7,-53080.0
459,PLAN_2026,20251101,1,10,8,-73790.98
460,PLAN_2026,20251101,1,20,8,-53603.09
461,PLAN_2026,20251101,1,30,8,-73999.81
462,PLAN_2026,20251101,1,40,8,-89668.76
463,PLAN_2026,20251101,2,10,1,170835.89
464,PLAN_2026,20251101,2,20,1,240660.32
465,PLAN_2026,20251101,2,10,2,257748.71
466,PLAN_2026,20251101,2,20,2,205279.84
467,PLAN_2026,20251101,2,10,3,-74028.14
468,PLAN_2026,20251101,2,10,4,-88472.25
469,PLAN_2026,20251101,2,10,5,-65235.05
470,PLAN_2026,20251101,2,20,5,-71263.25
471,PLAN_2026,20251101,2,30,5,-88304.34
472,PLAN_2026,20251101,2,40,5,-58016.91
473,PLAN_2026,20251101,2,10,6,-66864.74
474,PLAN_2026,20251101,2,20,6,-81433.69
475,PLAN_2026,20251101,2,30,6,-47959.68
476,PLAN_2026,20251101,2,40,6,-89832.6
477,PLAN_2026,20251101,2,10,7,-69157.4
478,PLAN_2026,20251101,2,20,7,-83175.56
479,PLAN_2026,20251101,2,30,7,-65220.21
480,PLAN_2026,20251101,2,40,7,-71757.79
481,PLAN_2026,20251101,2,10,8,-50460.68
482,PLAN_2026,20251101,2,20,8,-67646.76
483,PLAN_2026,20251101,2,30,8,-76981.57
484,PLAN_2026,20251101,2,40,8,-75863.66
485,PLAN_2026,20251201,1,10,1,454544.2
486,PLAN_2026,20251201,1,20,1,561192.2
487,PLAN_2026,20251201,1,10,2,454804.95
488,PLAN_2026,20251201,1,20,2,450871.62
489,PLAN_2026,20251201,1,10,3,-186968.6
490,PLAN_2026,20251201,1,10,4,-152130.07
491,PLAN_2026,20251201,1,10,5,-79618.97
492,PLAN_2026,20251201,1,20,5,-87091.49
493,PLAN_2026,20251201,1,30,5,-121731.8
494,PLAN_2026,20251201,1,40,5,-91737.74
495,PLAN_2026,20251201,1,10,6,-81741.83
496,PLAN_2026,20251201,1,20,6,-62057.06
497,PLAN_2026,20251201,1,30,6,-76391.0
498,PLAN_2026,20251201,1,40,6,-81460.22
499,PLAN_2026,20251201,1,10,7,-60959.94
500,PLAN_2026,20251201,1,20,7,-56918.08
501,PLAN_2026,20251201,1,30,7,-83194.88
502,PLAN_2026,20251201,1,40,7,-66546.82
503,PLAN_2026,20251201,1,10,8,-63384.58
504,PLAN_2026,20251201,1,20,8,-63449.35
505,PLAN_2026,20251201,1,30,8,-82499.62
506,PLAN_2026,20251201,1,40,8,-68551.19
507,PLAN_2026,20251201,2,10,1,202937.3
508,PLAN_2026,20251201,2,20,1,212970.3
509,PLAN_2026,20251201,2,10,2,313441.7
510,PLAN_2026,20251201,2,20,2,261944.23
511,PLAN_2026,20251201,2,10,3,-58404.62
512,PLAN_2026,20251201,2,10,4,-79166.48
513,PLAN_2026,20251201,2,10,5,-52732.39
514,PLAN_2026,20251201,2,20,5,-75587.07
515,PLAN_2026,20251201,2,30,5,-91990.77
516,PLAN_2026,20251201,2,40,5,-92373.21
517,PLAN_2026,20251201,2,10,6,-84731.77
518,PLAN_2026,20251201,2,20,6,-89288.84
519,PLAN_2026,20251201,2,30,6,-49394.91
520,PLAN_2026,20251201,2,40,6,-64168.55
521,PLAN_2026,20251201,2,10,7,-64127.88
522,PLAN_2026,20251201,2,20,7,-57560.97
523,PLAN_2026,20251201,2,30,7,-49997.92
524,PLAN_2026,20251201,2,40,7,-62944.55
525,PLAN_2026,20251201,2,10,8,-61395.37
526,PLAN_2026,20251201,2,20,8,-52631.08
527,PLAN_2026,20251201,2,30,8,-90667.54
528,PLAN_2026,20251201,2,40,8,-65001.79
529,PLAN_2026,20260101,1,10,1,423396.98
530,PLAN_2026,20260101,1,20,1,408936.2
531,PLAN_2026,20260101,1,10,2,367510.4
532,PLAN_2026,20260101,1,20,2,458547.98
533,PLAN_2026,20260101,1,10,3,-122900.86
534,PLAN_2026,20260101,1,10,4,-141974.93
535,PLAN_2026,20260101,1,10,5,-71245.67
536,PLAN_2026,20260101,1,20,5,-80699.93
537,PLAN_2026,20260101,1,30,5,-63092.84
538,PLAN_2026,20260101,1,40,5,-49486.78
539,PLAN_2026,20260101,1,10,6,-97277.06
