gl_entry_id,date_key,entity_id,account_id,cost_center_id,amount,currency
86,20240111,2,2,0,11608.850781061286,EUR
87,20240111,2,3,0,-12816.844208141803,EUR
88,20240111,2,4,0,-7909.6857918581945,EUR
89,20240112,1,1,0,116711.67663237987,CZK
90,20240112,1,2,0,39781.16336762013,CZK
91,20240112,1,3,0,-36598.624187423455,CZK
92,20240112,1,4,0,-34887.985812576546,CZK
93,20240112,2,1,0,57515.221879557306,EUR
94,20240112,2,2,0,26352.99812044269,EUR
95,20240112,2,3,0,-24345.213590734453,EUR
96,20240112,2,4,0,-14950.416409265545,EUR
97,20240113,1,1,0,94641.3868479995,CZK
98,20240113,1,2,0,31043.463152000506,CZK
99,20240113,1,3,0,-32287.44809423308,CZK
100,20240113,1,4,0,-27845.45190576692,CZK
101,20240113,2,1,0,57360.43611363571,EUR
102,20240113,2,2,0,29688.693886364297,EUR
103,20240113,2,3,0,-21592.66435863096,EUR
104,20240113,2,4,0,-18764.58564136904,EUR
105,20240114,1,1,0,94469.47451489746,CZK
106,20240114,1,2,0,38224.77548510254,CZK
107,20240114,1,3,0,-37647.77696739794,CZK
108,20240114,1,4,0,-23078.10303260206,CZK
109,20240114,2,1,0,35326.976960630964,EUR
110,20240114,2,2,0,13953.723039369037,EUR
111,20240114,2,3,0,-12638.105496387925,EUR
112,20240114,2,4,0,-10289.434503612076,EUR
113,20240115,1,1,0,63657.38024279841,CZK
114,20240115,1,2,0,29233.599757201584,CZK
115,20240115,1,3,0,-26450.644998625554,CZK
116,20240115,1,4,0,-17572.775001374444,CZK
117,20240115,2,1,0,25717.848004754745,EUR
118,20240115,2,2,0,8931.671995245251,EUR
119,20240115,2,3,0,-9226.528524458941,EUR
120,20240115,2,4,0,-6786.511475541059,EUR
121,20240116,1,1,0,91326.96567318113,CZK
122,20240116,1,2,0,28019.474326818872,CZK
123,20240116,1,3,0,-30374.355485468186,CZK
124,20240116,1,4,0,-26363.674514531813,CZK
125,20240116,2,1,0,59152.403808412426,EUR
126,20240116,2,2,0,19156.06619158758,EUR
127,20240116,2,3,0,-17733.097338535863,EUR
128,20240116,2,4,0,-17508.362661464136,EUR
129,20240117,1,1,0,123321.55818324628,CZK
130,20240117,1,2,0,36159.05181675373,CZK
131,20240117,1,3,0,-41558.755891475565,CZK
132,20240117,1,4,0,-34361.45410852444,CZK
133,20240117,2,1,0,41983.3792185069,EUR
134,20240117,2,2,0,15330.960781493102,EUR
135,20240117,2,3,0,-17602.616690926418,EUR
136,20240117,2,4,0,-9797.133309073582,EUR
137,20240118,1,1,0,105550.26185494318,CZK
138,20240118,1,2,0,35774.00814505681,CZK
139,20240118,1,3,0,-41366.69837050767,CZK
140,20240118,1,4,0,-24876.261629492335,CZK
141,20240118,2,1,0,60643.421890836056,EUR
142,20240118,2,2,0,22860.908109163942,EUR
143,20240118,2,3,0,-24124.15392981022,EUR
144,20240118,2,4,0,-16190.45607018978,EUR
145,20240119,1,1,0,120983.0165453877,CZK
146,20240119,1,2,0,37164.03345461229,CZK
147,20240119,1,3,0,-43537.18604234332,CZK
148,20240119,1,4,0,-27993.60395765668,CZK
149,20240119,2,1,0,40357.8007981791,EUR
150,20240119,2,2,0,14773.969201820892,EUR
151,20240119,2,3,0,-13170.020162188403,EUR
152,20240119,2,4,0,-13133.439837811597,EUR
153,20240120,1,1,0,112685.02924403973,CZK
154,20240120,1,2,0,32912.96075596025,CZK
155,20240120,1,3,0,-41451.18426995851,CZK
156,20240120,1,4,0,-24887.215730041484,CZK
157,20240120,2,1,0,30226.47924297526,EUR
158,20240120,2,2,0,14756.720757024736,EUR
159,20240120,2,3,0,-11624.971931912443,EUR
160,20240120,2,4,0,-8655.048068087557,EUR
161,20240121,1,1,0,110221.02551503105,CZK
162,20240121,1,2,0,37178.54448496895,CZK
163,20240121,1,3,0,-34401.99984353832,CZK
164,20240121,1,4,0,-34096.25015646168,CZK
165,20240121,2,1,0,42596.494867840855,EUR
166,20240121,2,2,0,17301.26513215915,EUR
167,20240121,2,3,0,-15885.002826544674,EUR
168,20240121,2,4,0,-11896.157173455325,EUR
169,20240122,1,1,0,106262.39362442934,CZK
170,20240122,1,2,0,41028.57637557066,CZK
171,20240122,1,3,0,-43182.69954245196,CZK
172,20240122,1,4,0,-24524.270457548042,CZK
173,20240122,2,1,0,29130.6077905636,EUR
174,20240122,2,2,0,12983.6522094364,EUR
175,20240122,2,3,0,-10178.59292859152,EUR
176,20240122,2,4,0,-9222.827071408477,EUR
177,20240123,1,1,0,102516.37752971172,CZK
178,20240123,1,2,0,32859.70247028826,CZK
179,20240123,1,3,0,-37940.415876137435,CZK
180,20240123,1,4,0,-24196.774123862564,CZK
181,20240123,2,1,0,54804.525127177425,EUR
182,20240123,2,2,0,17810.904872822568,EUR
183,20240123,2,3,0,-21570.33945156215,EUR
184,20240123,2,4,0,-12516.170548437853,EUR
185,20240124,1,1,0,134745.85538337336,CZK
186,20240124,1,2,0,49475.054616626636,CZK
187,20240124,1,3,0,-43304.67508022573,CZK
188,20240124,1,4,0,-41038.50491977426,CZK
189,20240124,2,1,0,31702.269112985363,EUR
190,20240124,2,2,0,14113.92088701464,EUR
191,20240124,2,3,0,-12017.756258248757,EUR
192,20240124,2,4,0,-10381.603741751243,EUR
193,20240125,1,1,0,62121.38129397771,CZK
194,20240125,1,2,0,32992.60870602228,CZK
195,20240125,1,3,0,-24361.263958853448,CZK
196,20240125,1,4,0,-19146.736041146552,CZK
197,20240125,2,1,0,54820.29372417248,EUR
198,20240125,2,2,0,20930.64627582752,EUR
199,20240125,2,3,0,-17758.46096966401,EUR
200,20240125,2,4,0,-16852.89903033599,EUR
201,20240126,1,1,0,90219.80190233723,CZK
202,20240126,1,2,0,40029.23809766277,CZK
203,20240126,1,3,0,-36019.379641128726,CZK
204,20240126,1,4,0,-25706.740358871277,CZK
205,20240126,2,1,0,36200.97395709264,EUR
206,20240126,2,2,0,19292.016042907355,EUR
207,20240126,2,3,0,-14646.929478435488,EUR
208,20240126,2,4,0,-11649.570521564512,EUR
209,20240127,1,1,0,135968.95256058933,CZK
210,20240127,1,2,0,36376.087439410665,CZK
211,20240127,1,3,0,-42162.514113975296,CZK
212,20240127,1,4,0,-35384.61588602471,CZK
213,20240127,2,1,0,60897.10761646159,EUR
214,20240127,2,2,0,22551.472383538414,EUR
215,20240127,2,3,0,-24426.430638082024,EUR
216,20240127,2,4,0,-13194.649361917976,EUR
217,20240128,1,1,0,102038.76582787975,CZK
218,20240128,1,2,0,31947.514172120256,CZK
219,20240128,1,3,0,-35781.57564240337,CZK
220,20240128,1,4,0,-26328.314357596628,CZK
221,20240128,2,1,0,54921.83286002684,EUR
222,20240128,2,2,0,18697.65713997316,EUR
223,20240128,2,3,0,-20455.349483367914,EUR
224,20240128,2,4,0,-14068.350516632083,EUR
225,20240129,1,1,0,84099.69634773006,CZK
226,20240129,1,2,0,27303.96365226995,CZK
227,20240129,1,3,0,-27532.82216558245,CZK
228,20240129,1,4,0,-24072.17783441755,CZK
229,20240129,2,1,0,26435.86101886506,EUR
230,20240129,2,2,0,11039.128981134936,EUR
231,20240129,2,3,0,-11521.775864559848,EUR
232,20240129,2,4,0,-6961.6441354401495,EUR
233,20240130,1,1,0,115265.37527577861,CZK
234,20240130,1,2,0,45547.94472422139,CZK
235,20240130,1,3,0,-44346.8715868551,CZK
236,20240130,1,4,0,-30470.648413144907,CZK
237,20240130,2,1,0,39107.394391630114,EUR
238,20240130,2,2,0,11868.52560836988,EUR
239,20240130,2,3,0,-11809.949542300472,EUR
240,20240130,2,4,0,-11168.320457699529,EUR
241,20240131,1,1,0,105511.86906989531,CZK
242,20240131,1,2,0,41039.44093010468,CZK
243,20240131,1,3,0,-34964.67419548281,CZK
244,20240131,1,4,0,-31941.365804517187,CZK
245,20240131,2,1,0,46990.643563178746,EUR
246,20240131,2,2,0,14642.966436821254,EUR
247,20240131,2,3,0,-18145.045714995318,EUR
248,20240131,2,4,0,-10095.424285004683,EUR
249,20240201,1,1,0,93771.01500203989,CZK
250,20240201,1,2,0,28661.27499796012,CZK
251,20240201,1,3,0,-30881.03596226922,CZK
252,20240201,1,4,0,-27368.02403773078,CZK
253,20240201,2,1,0,38312.4206820485,EUR
254,20240201,2,2,0,15154.1293179515,EUR
255,20240201,2,3,0,-12384.14754876467,EUR
256,20240201,2,4,0,-11905.44245123533,EUR
257,20240202,1,1,0,78061.57346263308,CZK
258,20240202,1,2,0,23304.796537366918,CZK
259,20240202,1,3,0,-29706.888900704165,CZK
260,20240202,1,4,0,-18273.961099295833,CZK
261,20240202,2,1,0,52401.92349460018,EUR
262,20240202,2,2,0,16590.336505399813,EUR
263,20240202,2,3,0,-19593.366522402404,EUR
264,20240202,2,4,0,-11901.783477597592,EUR
265,20240203,1,1,0,107355.25093053408,CZK
266,20240203,1,2,0,34591.699069465925,CZK
267,20240203,1,3,0,-35475.268791611,CZK
268,20240203,1,4,0,-29926.111208388997,CZK
269,20240203,2,1,0,50504.09503136544,EUR
270,20240203,2,2,0,23573.46496863456,EUR
271,20240203,2,3,0,-20496.83142660328,EUR
272,20240203,2,4,0,-12388.698573396721,EUR
273,20240204,1,1,0,79570.19641509277,CZK
274,20240204,1,2,0,36802.23358490722,CZK
275,20240204,1,3,0,-30330.891882158816,CZK
276,20240204,1,4,0,-23455.508117841186,CZK
277,20240204,2,1,0,24128.601495044146,EUR
278,20240204,2,2,0,12904.558504955852,EUR
279,20240204,2,3,0,-9017.248180244953,EUR
280,20240204,2,4,0,-6981.441819755047,EUR
281,20240205,1,1,0,132228.8545615899,CZK
282,20240205,1,2,0,38368.77543841011,CZK
283,20240205,1,3,0,-42816.67056497532,CZK
284,20240205,1,4,0,-35739.539435024686,CZK
285,20240205,2,1,0,40677.42383588795,EUR
286,20240205,2,2,0,11587.936164112047,EUR
287,20240205,2,3,0,-12812.232702109543,EUR
288,20240205,2,4,0,-11829.967297890458,EUR
289,20240206,1,1,0,80887.37892888022,CZK
290,20240206,1,2,0,43065.62107111978,CZK
291,20240206,1,3,0,-29769.415585976523,CZK
292,20240206,1,4,0,-28165.91441402348,CZK
293,20240206,2,1,0,37219.78320321844,EUR
294,20240206,2,2,0,14952.98679678156,EUR
295,20240206,2,3,0,-13052.927679353452,EUR
296,20240206,2,4,0,-11160.162320646548,EUR
297,20240207,1,1,0,83307.90868316815,CZK
298,20240207,1,2,0,42946.35131683184,CZK
299,20240207,1,3,0,-32093.92365326232,CZK
300,20240207,1,4,0,-25969.276346737675,CZK
301,20240207,2,1,0,45428.53843844509,EUR
302,20240207,2,2,0,24094.091561554917,EUR
303,20240207,2,3,0,-20652.32055319069,EUR
304,20240207,2,4,0,-11208.649446809311,EUR
305,20240208,1,1,0,81717.7949638284,CZK
306,20240208,1,2,0,38088.9550361716,CZK
307,20240208,1,3,0,-32884.720473942376,CZK
308,20240208,1,4,0,-23628.839526057625,CZK
309,20240208,2,1,0,43416.68241050935,EUR
310,20240208,2,2,0,20436.96758949065,EUR
311,20240208,2,3,0,-16785.684313226786,EUR
312,20240208,2,4,0,-11697.045686773212,EUR
313,20240209,1,1,0,80764.87685792916,CZK
314,20240209,1,2,0,39438.703142070844,CZK
315,20240209,1,3,0,-28353.407385326453,CZK
316,20240209,1,4,0,-26424.152614673545,CZK
317,20240209,2,1,0,35743.420926397805,EUR
318,20240209,2,2,0,11985.939073602196,EUR
319,20240209,2,3,0,-14791.225512961875,EUR
320,20240209,2,4,0,-8060.594487038124,EUR
321,20240210,1,1,0,137303.0322196417,CZK
322,20240210,1,2,0,69731.35778035833,CZK
323,20240210,1,3,0,-51312.52182168866,CZK
324,20240210,1,4,0,-42328.21817831135,CZK
325,20240210,2,1,0,33907.23433583476,EUR
326,20240210,2,2,0,9914.245664165246,EUR
327,20240210,2,3,0,-13261.856998290566,EUR
328,20240210,2,4,0,-7520.083001709431,EUR
329,20240211,1,1,0,120852.96910836709,CZK
330,20240211,1,2,0,58040.010891632926,CZK
331,20240211,1,3,0,-47943.3073371261,CZK
332,20240211,1,4,0,-31829.54266287391,CZK
333,20240211,2,1,0,46588.70136943363,EUR
334,20240211,2,2,0,21711.178630566377,EUR
335,20240211,2,3,0,-16017.967441167777,EUR
336,20240211,2,4,0,-15318.132558832222,EUR
337,20240212,1,1,0,101054.13722581175,CZK
338,20240212,1,2,0,27252.522774188248,CZK
339,20240212,1,3,0,-38021.50427862245,CZK
340,20240212,1,4,0,-21366.95572137755,CZK
341,20240212,2,1,0,35258.93140413002,EUR
342,20240212,2,2,0,9963.258595869984,EUR
343,20240212,2,3,0,-11329.237142537615,EUR
344,20240212,2,4,0,-9330.772857462383,EUR
345,20240213,1,1,0,104890.42266781749,CZK
346,20240213,1,2,0,33864.15733218249,CZK
347,20240213,1,3,0,-34954.73695109725,CZK
348,20240213,1,4,0,-29105.843048902752,CZK
349,20240213,2,1,0,61890.56093447051,EUR
350,20240213,2,2,0,30426.86906552949,EUR
351,20240213,2,3,0,-23818.59286937186,EUR
352,20240213,2,4,0,-16977.957130628136,EUR
353,20240214,1,1,0,117164.30613543573,CZK
354,20240214,1,2,0,59105.033864564255,CZK
355,20240214,1,3,0,-46436.68039560927,CZK
356,20240214,1,4,0,-36363.059604390735,CZK
357,20240214,2,1,0,34451.62097158008,EUR
358,20240214,2,2,0,17445.149028419924,EUR
359,20240214,2,3,0,-14628.233930207009,EUR
360,20240214,2,4,0,-8613.306069792992,EUR
361,20240215,1,1,0,111593.00562178812,CZK
362,20240215,1,2,0,29930.464378211873,CZK
363,20240215,1,3,0,-37605.29218208011,CZK
364,20240215,1,4,0,-26909.03781791989,CZK
365,20240215,2,1,0,24545.314721039987,EUR
366,20240215,2,2,0,11362.785278960013,EUR
367,20240215,2,3,0,-10362.96396835056,EUR
368,20240215,2,4,0,-6017.376031649441,EUR
369,20240216,1,1,0,88254.63012940431,CZK
370,20240216,1,2,0,27138.659870595686,CZK
371,20240216,1,3,0,-31685.792443369064,CZK
372,20240216,1,4,0,-21763.957556630936,CZK
373,20240216,2,1,0,31622.36228080912,EUR
374,20240216,2,2,0,14742.937719190884,EUR
375,20240216,2,3,0,-11608.516958108035,EUR
376,20240216,2,4,0,-10515.743041891967,EUR
377,20240217,1,1,0,80705.18930098394,CZK
378,20240217,1,2,0,35597.220699016056,CZK
379,20240217,1,3,0,-34861.93712072298,CZK
380,20240217,1,4,0,-19601.012879277016,CZK
381,20240217,2,1,0,56791.20956932016,EUR
382,20240217,2,2,0,28302.420430679846,EUR
383,20240217,2,3,0,-24801.229649728153,EUR
384,20240217,2,4,0,-14619.950350271845,EUR
385,20240218,1,1,0,64425.510136397716,CZK
386,20240218,1,2,0,17290.179863602283,CZK
387,20240218,1,3,0,-20295.252924557397,CZK
388,20240218,1,4,0,-18291.297075442606,CZK
389,20240218,2,1,0,38944.93235014989,EUR
390,20240218,2,2,0,13068.217649850114,EUR
391,20240218,2,3,0,-12541.954234498337,EUR
392,20240218,2,4,0,-11298.245765501664,EUR
393,20240219,1,1,0,121225.93482155216,CZK
394,20240219,1,2,0,31936.775178447835,CZK
395,20240219,1,3,0,-40355.231847914045,CZK
396,20240219,1,4,0,-30689.05815208595,CZK
397,20240219,2,1,0,30700.609892000706,EUR
398,20240219,2,2,0,10238.13010799929,EUR
399,20240219,2,3,0,-11614.864781647873,EUR
400,20240219,2,4,0,-6974.595218352127,EUR
401,20240220,1,1,0,97373.23177523393,CZK
402,20240220,1,2,0,49235.28822476607,CZK
403,20240220,1,3,0,-42154.41922317337,CZK
404,20240220,1,4,0,-26035.290776826638,CZK
405,20240220,2,1,0,27902.877585060083,EUR
406,20240220,2,2,0,8254.49241493992,EUR
407,20240220,2,3,0,-9591.869496798801,EUR
408,20240220,2,4,0,-7180.190503201199,EUR
409,20240221,1,1,0,99458.03384397081,CZK
410,20240221,1,2,0,51838.1361560292,CZK
411,20240221,1,3,0,-36526.35007567977,CZK
412,20240221,1,4,0,-33151.69992432023,CZK
413,20240221,2,1,0,59436.63364338533,EUR
414,20240221,2,2,0,20391.38635661468,EUR
415,20240221,2,3,0,-19381.61766402797,EUR
416,20240221,2,4,0,-17198.13233597203,EUR
417,20240222,1,1,0,115741.43731046535,CZK
418,20240222,1,2,0,36875.09268953464,CZK
419,20240222,1,3,0,-40928.6238214535,CZK
420,20240222,1,4,0,-29987.006178546508,CZK
421,20240222,2,1,0,38055.17498716776,EUR
422,20240222,2,2,0,11622.775012832233,EUR
423,20240222,2,3,0,-13323.341304599884,EUR
424,20240222,2,4,0,-10928.468695400114,EUR
425,20240223,1,1,0,108414.93694473343,CZK
426,20240223,1,2,0,42083.76305526659,CZK
427,20240223,1,3,0,-44372.40091309071,CZK
428,20240223,1,4,0,-25272.8390869093,CZK
429,20240223,2,1,0,60031.33957432949,EUR
430,20240223,2,2,0,21243.080425670505,EUR
431,20240223,2,3,0,-24405.912958252702,EUR
432,20240223,2,4,0,-13572.177041747294,EUR
433,20240224,1,1,0,73709.64871507192,CZK
434,20240224,1,2,0,33518.141284928075,CZK
435,20240224,1,3,0,-27302.594625264872,CZK
436,20240224,1,4,0,-22537.91537473513,CZK
437,20240224,2,1,0,40383.81237735712,EUR
438,20240224,2,2,0,13917.407622642882,EUR
439,20240224,2,3,0,-14581.948981796806,EUR
440,20240224,2,4,0,-11034.591018203195,EUR
441,20240225,1,1,0,88199.162106151,CZK
442,20240225,1,2,0,35904.487893849,CZK
443,20240225,1,3,0,-37471.65718833598,CZK
444,20240225,1,4,0,-20187.302811664016,CZK
445,20240225,2,1,0,31403.4602152721,EUR
446,20240225,2,2,0,10557.4897847279,EUR
447,20240225,2,3,0,-9439.586119674172,EUR
448,20240225,2,4,0,-8769.47388032583,EUR
449,20240226,1,1,0,119158.17755158807,CZK
450,20240226,1,2,0,30661.112448411932,CZK
451,20240226,1,3,0,-42014.677632114865,CZK
452,20240226,1,4,0,-27667.45236788514,CZK
453,20240226,2,1,0,39892.597358068626,EUR
454,20240226,2,2,0,15457.592641931378,EUR
455,20240226,2,3,0,-15621.358922667132,EUR
456,20240226,2,4,0,-9961.691077332867,EUR
457,20240227,1,1,0,148048.8585280859,CZK
458,20240227,1,2,0,44218.111471914104,CZK
459,20240227,1,3,0,-55644.209571697604,CZK
460,20240227,1,4,0,-35122.5604283024,CZK
461,20240227,2,1,0,28962.12731004508,EUR
462,20240227,2,2,0,9384.512689954918,EUR
463,20240227,2,3,0,-10245.511708032609,EUR
464,20240227,2,4,0,-7184.928291967389,EUR
465,20240228,1,1,0,71458.05589644254,CZK
466,20240228,1,2,0,32539.484103557457,CZK
467,20240228,1,3,0,-28462.05251527793,CZK
468,20240228,1,4,0,-19184.91748472207,CZK
469,20240228,2,1,0,32704.47682169588,EUR
470,20240228,2,2,0,8634.823178304116,EUR
471,20240228,2,3,0,-11852.197405144598,EUR
472,20240228,2,4,0,-6701.952594855405,EUR
473,20240229,1,1,0,80007.66502838083,CZK
474,20240229,1,2,0,27146.93497161916,CZK
475,20240229,1,3,0,-25149.28451872806,CZK
476,20240229,1,4,0,-24543.955481271936,CZK
477,20240229,2,1,0,49514.380916327034,EUR
478,20240229,2,2,0,19284.409083672977,EUR
479,20240229,2,3,0,-17493.462961529436,EUR
480,20240229,2,4,0,-13358.277038470565,EUR
481,20240301,1,1,0,98012.60942766484,CZK
482,20240301,1,2,0,25095.32057233515,CZK
483,20240301,1,3,0,-29511.394278994325,CZK
484,20240301,1,4,0,-18113.595721005673,CZK
485,20240301,2,1,0,71423.28979226253,EUR
486,20240301,2,2,0,19566.310207737482,EUR
487,20240301,2,3,0,-20572.703831927854,EUR
488,20240301,2,4,0,-13696.356168072141,EUR
489,20240302,1,1,0,132462.82264816642,CZK
490,20240302,1,2,0,36378.06735183356,CZK
491,20240302,1,3,0,-38060.32585700113,CZK
492,20240302,1,4,0,-28808.81414299887,CZK
493,20240302,2,1,0,53471.24455238167,EUR
494,20240302,2,2,0,22453.645447618328,EUR
495,20240302,2,3,0,-16451.196160744756,EUR
496,20240302,2,4,0,-13662.513839255242,EUR
497,20240303,1,1,0,135681.75807751366,CZK
498,20240303,1,2,0,71991.55192248635,CZK
499,20240303,1,3,0,-45473.07234654424,CZK
500,20240303,1,4,0,-34956.72765345576,CZK
501,20240303,2,1,0,75516.30651376232,EUR
502,20240303,2,2,0,31427.243486237687,EUR
503,20240303,2,3,0,-25991.212782653285,EUR
504,20240303,2,4,0,-17197.797217346717,EUR
505,20240304,1,1,0,101622.3422990017,CZK
506,20240304,1,2,0,54624.977700998315,CZK
507,20240304,1,3,0,-39148.00778687689,CZK
508,20240304,1,4,0,-23357.25221312311,CZK
509,20240304,2,1,0,45982.87642105043,EUR
510,20240304,2,2,0,12764.44357894957,EUR
511,20240304,2,3,0,-12908.011938541753,EUR
512,20240304,2,4,0,-10158.058061458247,EUR
513,20240305,1,1,0,109217.64331693242,CZK
514,20240305,1,2,0,28938.646683067593,CZK
515,20240305,1,3,0,-31953.309550673108,CZK
516,20240305,1,4,0,-22001.920449326888,CZK
517,20240305,2,1,0,53635.13905998506,EUR
518,20240305,2,2,0,14203.790940014938,EUR
519,20240305,2,3,0,-15646.935173686503,EUR
520,20240305,2,4,0,-10901.214826313499,EUR
521,20240306,1,1,0,105721.8552929619,CZK
522,20240306,1,2,0,48140.82470703809,CZK
523,20240306,1,3,0,-36006.68910089538,CZK
524,20240306,1,4,0,-25052.06089910462,CZK
525,20240306,2,1,0,40773.27254254419,EUR
526,20240306,2,2,0,20878.00745745581,EUR
527,20240306,2,3,0,-15034.73133708945,EUR
528,20240306,2,4,0,-9639.26866291055,EUR
529,20240307,1,1,0,125590.70446513958,CZK
530,20240307,1,2,0,43363.7155348604,CZK
531,20240307,1,3,0,-41636.067009873506,CZK
532,20240307,1,4,0,-25607.762990126495,CZK
533,20240307,2,1,0,36945.32626750293,EUR
534,20240307,2,2,0,17545.653732497063,EUR
535,20240307,2,3,0,-11904.72228809443,EUR
536,20240307,2,4,0,-9112.397711905569,EUR
537,20240308,1,1,0,136884.49704160227,CZK
538,20240308,1,2,0,36865.36295839771,CZK
539,20240308,1,3,0,-43590.14375462455,CZK
540,20240308,1,4,0,-24207.87624537545,CZK
541,20240308,2,1,0,77534.27206717493,EUR
542,20240308,2,2,0,32880.42793282507,EUR
543,20240308,2,3,0,-27399.83285467584,EUR
544,20240308,2,4,0,-15558.98714532416,EUR
545,20240309,1,1,0,75023.22482883146,CZK
546,20240309,1,2,0,33189.84517116855,CZK
547,20240309,1,3,0,-24897.020647650286,CZK
548,20240309,1,4,0,-18993.45935234971,CZK
549,20240309,2,1,0,35038.0991317631,EUR
550,20240309,2,2,0,8961.830868236899,EUR
551,20240309,2,3,0,-10977.240171876658,EUR
552,20240309,2,4,0,-7470.569828123344,EUR
553,20240310,1,1,0,97575.5444822113,CZK
554,20240310,1,2,0,28425.785517788696,CZK
555,20240310,1,3,0,-31294.771402353224,CZK
556,20240310,1,4,0,-18018.688597646775,CZK
557,20240310,2,1,0,63457.06076494143,EUR
558,20240310,2,2,0,32553.249235058563,EUR
559,20240310,2,3,0,-19267.230444275985,EUR
560,20240310,2,4,0,-16504.329555724013,EUR
561,20240311,1,1,0,98646.03329586159,CZK
562,20240311,1,2,0,28859.706704138393,CZK
563,20240311,1,3,0,-29204.262196971456,CZK
564,20240311,1,4,0,-21003.72780302854,CZK
565,20240311,2,1,0,16415.11552982137,EUR
566,20240311,2,2,0,5903.564470178628,EUR
567,20240311,2,3,0,-5735.609996669968,EUR
568,20240311,2,4,0,-3110.830003330033,EUR
