ap_invoice_id,date_key,due_date_key,paid_date_key,entity_id,cost_center_id,account_id,invoice_amount,currency
63,20250123,20250307,20250320,1,10,7,543.23,CZK
64,20250324,20250507,20250517,2,30,6,5186.16,EUR
65,20240609,20240702,20240630,1,20,6,7036.85,CZK
66,20240826,20240926,20240925,1,10,6,2534.44,CZK
67,20241215,20250106,20250112,1,20,5,14763.05,CZK
68,20251217,20260124,20260126,1,10,6,6024.18,CZK
69,20240410,20240519,,2,10,5,4943.7,EUR
70,20241116,20241215,20241226,2,30,3,947.55,EUR
71,20241224,20250116,20250121,2,10,6,4613.38,EUR
72,20240221,20240315,,1,10,3,603.36,CZK
73,20240129,20240312,20240314,1,20,6,4151.68,CZK
74,20241106,20241211,20241211,1,30,8,684.47,CZK
75,20240810,20240913,20240917,1,30,3,1666.17,CZK
76,20250930,20251114,,1,20,6,3660.71,CZK
77,20251230,20260120,20260202,2,10,3,436.02,EUR
78,20240909,20241011,20241021,1,30,6,2046.44,CZK
79,20251113,20251228,20260111,1,30,7,1215.55,CZK
80,20240605,20240716,20240723,1,10,6,8183.29,CZK
81,20240413,20240501,20240506,2,10,4,845.69,EUR
82,20250809,20250828,20250909,1,10,6,4247.11,CZK
83,20250304,20250405,20250411,2,10,6,3992.97,EUR
84,20250517,20250611,20250622,2,30,7,1194.09,EUR
85,20250430,20250518,,1,20,7,507.62,CZK
86,20250702,20250717,20250725,1,30,7,1592.15,CZK
87,20250214,20250314,20250324,2,10,4,1074.17,EUR
88,20241011,20241106,20241107,1,10,4,1773.48,CZK
89,20240624,20240710,20240714,1,10,5,10879.66,CZK
90,20251005,20251107,20251116,2,10,3,920.0,EUR
91,20250224,20250409,20250409,1,20,3,1088.76,CZK
92,20250801,20250831,,1,10,6,5370.74,CZK
93,20241101,20241122,20241124,1,10,3,389.91,CZK
94,20250120,20250224,20250301,2,10,3,1295.77,EUR
95,20240118,20240201,20240202,1,40,6,4595.33,CZK
96,20250404,20250506,20250515,1,10,5,10683.86,CZK
97,20260105,20260203,20260204,2,10,8,954.14,EUR
98,20250510,20250528,20250605,2,30,4,1195.79,EUR
99,20240314,20240417,,1,30,3,343.63,CZK
100,20240709,20240801,20240810,1,20,6,6751.88,CZK
101,20250205,20250220,20250305,2,10,7,885.91,EUR
102,20260106,20260209,20260208,2,10,8,981.23,EUR
103,20251201,20251220,20251229,1,40,3,59.62,CZK
104,20240427,20240601,20240614,1,10,3,923.05,CZK
105,20250201,20250216,20250223,1,10,6,5066.43,CZK
106,20240229,20240328,,2,20,3,606.88,EUR
107,20240126,20240311,20240318,1,10,3,1076.18,CZK
108,20250323,20250423,20250425,2,30,3,569.17,EUR
109,20240418,20240526,20240526,2,40,5,6344.08,EUR
110,20240316,20240413,20240417,1,40,6,5143.6,CZK
111,20250506,20250601,20250613,2,10,5,11061.16,EUR
112,20250104,20250208,20250206,1,30,3,769.28,CZK
113,20251218,20260119,20260127,1,20,3,774.47,CZK
114,20240406,20240502,20240502,1,20,6,1466.23,CZK
115,20250804,20250821,20250824,1,10,7,1431.92,CZK
116,20240831,20240920,20240923,1,30,3,824.81,CZK
117,20240218,20240303,20240304,1,10,4,415.53,CZK
118,20250718,20250802,,1,10,4,1490.24,CZK
119,20251204,20251228,20251229,2,40,4,1285.29,EUR
120,20241223,20250118,20250201,1,10,7,1184.79,CZK
121,20250721,20250826,,2,40,5,9758.29,EUR
122,20241207,20241222,20250103,1,30,3,1055.42,CZK
123,20251207,20260107,,1,10,3,1563.24,CZK
124,20250308,20250422,20250426,1,30,3,1454.07,CZK
125,20240219,20240308,20240306,1,30,5,8878.52,CZK
126,20251202,20260115,20260120,1,30,5,12563.34,CZK
127,20250701,20250716,,1,30,3,1793.14,CZK
128,20240603,20240716,20240724,1,10,6,6316.03,CZK
129,20241102,20241118,20241118,2,30,6,3699.3,EUR
130,20250311,20250415,20250429,2,10,4,1076.52,EUR
131,20240107,20240211,20240212,1,40,6,5373.57,CZK
132,20250409,20250425,20250501,1,10,6,3878.29,CZK
133,20260109,20260219,20260221,2,20,6,3247.84,EUR
134,20250217,20250309,20250313,1,30,5,7477.11,CZK
135,20240917,20241017,,2,30,6,5163.85,EUR
136,20250612,20250629,20250709,1,20,7,865.22,CZK
137,20251102,20251217,20251222,2,20,6,4376.2,EUR
138,20250331,20250424,20250423,2,20,5,9097.34,EUR
139,20250423,20250511,20250522,1,10,3,589.91,CZK
140,20240322,20240408,20240419,1,10,3,678.56,CZK
141,20241006,20241107,20241118,1,10,6,7718.55,CZK
142,20240114,20240203,20240208,1,10,3,720.42,CZK
143,20250820,20251001,20250930,1,10,3,1423.15,CZK
144,20250907,20251014,20251023,1,10,4,1298.67,CZK
145,20240704,20240801,20240730,1,40,8,1829.23,CZK
146,20241215,20250104,20250111,1,20,3,828.82,CZK
147,20240525,20240612,20240610,2,30,3,963.21,EUR
148,20250923,20251021,,1,20,4,586.27,CZK
149,20241219,20250116,20250129,2,20,5,8877.37,EUR
150,20250411,20250521,20250529,1,20,4,716.03,CZK
151,20240109,20240209,20240212,1,20,7,955.73,CZK
152,20250110,20250215,20250215,1,10,3,674.24,CZK
153,20240113,20240203,,1,40,6,4717.84,CZK
154,20260116,20260212,,1,30,6,2164.56,CZK
155,20251001,20251030,,2,10,4,1048.4,EUR
156,20240807,20240830,20240906,1,30,8,1441.99,CZK
157,20251222,20260128,20260207,1,20,5,9566.81,CZK
158,20250108,20250122,20250203,1,30,6,4080.13,CZK
159,20250422,20250507,20250519,2,30,8,1744.39,EUR
160,20251003,20251029,20251101,1,20,7,903.45,CZK
161,20241130,20241224,,1,20,4,928.11,CZK
162,20240409,20240515,20240522,2,40,3,636.48,EUR
163,20250519,20250611,20250612,2,10,5,12191.56,EUR
164,20240908,20241016,20241025,1,40,5,9964.71,CZK
165,20250529,20250706,20250711,2,40,6,5682.66,EUR
166,20251221,20260131,20260203,2,20,3,847.59,EUR
167,20241102,20241117,20241130,1,10,3,1039.92,CZK
168,20250918,20251102,20251108,1,10,3,674.88,CZK
169,20240807,20240916,20240920,1,20,6,3301.99,CZK
170,20250213,20250312,20250322,2,30,4,882.56,EUR
171,20240310,20240412,20240421,1,30,4,730.12,CZK
172,20250728,20250823,20250823,1,20,8,1237.06,CZK
173,20251027,20251113,20251120,2,20,6,5077.36,EUR
174,20250209,20250310,20250320,2,30,8,702.38,EUR
175,20250420,20250510,20250512,1,30,6,6491.48,CZK
176,20250104,20250205,,2,40,7,971.26,EUR
177,20250528,20250628,20250706,2,40,4,707.99,EUR
178,20240916,20241016,20241022,2,20,3,1557.98,EUR
179,20250724,20250822,20250901,2,20,7,1924.99,EUR
180,20250408,20250427,20250510,2,40,4,192.98,EUR
181,20240815,20240919,,2,10,3,1471.92,EUR
182,20241215,20250120,20250126,2,20,5,11466.52,EUR
183,20241229,20250127,20250204,2,40,6,4836.33,EUR
184,20240101,20240117,20240115,1,10,3,618.14,CZK
185,20241217,20250103,20250102,2,30,5,8780.78,EUR
186,20250621,20250804,20250815,1,10,4,1602.58,CZK
187,20240305,20240326,20240404,1,10,4,844.69,CZK
188,20260111,20260207,20260216,1,30,6,3277.9,CZK
189,20250103,20250117,20250130,1,40,5,10015.5,CZK
190,20240723,20240824,,1,30,3,341.87,CZK
191,20251224,20260110,20260123,1,10,3,873.74,CZK
192,20240216,20240308,20240316,1,30,4,921.52,CZK
193,20251017,20251110,20251117,1,20,4,1163.94,CZK
194,20241124,20241226,20250108,2,20,6,5480.14,EUR
195,20250416,20250525,,1,30,3,502.31,CZK
196,20240229,20240404,20240415,1,10,3,770.66,CZK
197,20250125,20250225,20250307,1,10,7,531.73,CZK
198,20250925,20251015,,2,20,3,917.23,EUR
199,20240807,20240917,20240928,1,10,7,1459.89,CZK
200,20240310,20240418,,2,10,3,1134.89,EUR
201,20250303,20250327,20250328,2,20,4,778.02,EUR
202,20251028,20251210,20251214,2,10,4,645.86,EUR
203,20241106,20241123,20241122,1,20,3,1183.43,CZK
204,20240320,20240407,20240414,1,10,8,783.79,CZK
205,20241125,20250106,20250116,1,40,5,10086.35,CZK
206,20250920,20251017,20251028,1,30,6,6109.45,CZK
207,20260105,20260122,20260203,1,30,6,5631.25,CZK
208,20250820,20250930,20251009,1,10,5,9617.37,CZK
209,20250726,20250811,20250810,1,30,6,7314.19,CZK
210,20250119,20250214,20250221,1,30,3,792.78,CZK
211,20260115,20260223,20260305,1,10,3,707.1,CZK
212,20240112,20240130,20240211,2,10,8,583.52,EUR
213,20241208,20250112,20250119,2,10,3,1106.78,EUR
214,20240104,20240124,,1,20,4,541.64,CZK
215,20250729,20250812,20250815,2,10,5,7283.35,EUR
216,20240908,20241010,20241024,2,30,4,472.02,EUR
217,20250207,20250323,,2,30,6,2953.0,EUR
218,20250503,20250525,,1,10,5,9999.94,CZK
219,20241204,20250107,,1,20,6,3303.2,CZK
220,20241221,20250111,20250113,1,10,6,2945.98,CZK
221,20241204,20250113,20250112,1,30,4,800.74,CZK
222,20240506,20240604,20240608,2,30,6,6655.81,EUR
223,20240115,20240220,20240305,1,30,5,8421.72,CZK
224,20251017,20251105,20251105,1,10,4,1015.11,CZK
225,20241124,20241220,20250102,1,30,4,1035.92,CZK
226,20260107,20260212,,2,10,4,452.57,EUR
227,20240120,20240203,20240203,1,20,5,9065.81,CZK
228,20251016,20251129,20251205,1,10,8,1256.28,CZK
229,20240703,20240718,20240729,1,10,4,791.83,CZK
230,20241015,20241113,20241122,1,10,5,8048.41,CZK
231,20240320,20240414,20240427,1,20,5,9022.01,CZK
232,20241207,20241229,20241227,1,10,3,1242.02,CZK
233,20250722,20250810,20250820,1,40,6,4217.23,CZK
234,20240528,20240704,,2,10,6,1711.24,EUR
235,20240815,20240904,20240917,1,10,7,1674.88,CZK
236,20250420,20250515,20250519,1,20,3,842.98,CZK
237,20250825,20250923,20250927,1,10,3,1691.18,CZK
238,20250509,20250619,20250619,1,40,4,694.77,CZK
239,20241117,20241219,20241218,1,30,3,1906.26,CZK
240,20241022,20241204,20241214,1,30,8,829.53,CZK
241,20250530,20250703,20250716,1,40,7,1629.27,CZK
242,20250312,20250416,,2,10,6,2503.84,EUR
243,20240515,20240609,,2,10,4,916.37,EUR
244,20240226,20240408,20240418,2,30,6,4286.85,EUR
245,20240810,20240919,,1,40,5,8240.11,CZK
246,20240825,20240915,20240917,2,20,5,13387.93,EUR
247,20250311,20250414,20250413,2,30,3,1136.19,EUR
248,20251214,20260111,20260123,2,20,4,1529.74,EUR
249,20250221,20250402,20250413,1,20,5,5177.89,CZK
250,20250822,20251002,20251002,1,20,3,983.41,CZK
251,20251128,20260104,20260114,1,20,5,7690.87,CZK
252,20250620,20250710,20250713,1,30,8,1770.13,CZK
253,20250711,20250811,20250818,1,30,3,925.91,CZK
254,20250427,20250516,20250521,2,10,4,985.69,EUR
255,20240903,20241010,20241011,1,40,3,1259.66,CZK
256,20240423,20240526,20240527,2,20,3,634.75,EUR
257,20240126,20240228,20240308,1,10,4,848.56,CZK
258,20240725,20240815,20240813,1,10,3,682.1,CZK
259,20240608,20240624,20240701,1,20,4,1405.5,CZK
260,20240725,20240826,20240909,1,20,7,1301.95,CZK
261,20240425,20240518,,1,10,6,5126.86,CZK
262,20240109,20240217,20240225,2,10,4,906.12,EUR
263,20250711,20250819,20250901,1,20,4,918.01,CZK
264,20240917,20241002,20241013,1,40,7,2042.4,CZK
265,20250101,20250116,20250122,2,40,4,493.17,EUR
266,20240507,20240601,20240614,2,30,3,329.8,EUR
267,20240812,20240828,20240831,1,30,4,1770.18,CZK
268,20240509,20240523,20240531,1,20,6,6089.07,CZK
269,20250728,20250906,20250906,2,10,6,4917.11,EUR
270,20250429,20250515,20250527,1,10,4,994.03,CZK
271,20250920,20251103,20251110,1,10,5,7011.34,CZK
272,20251224,20260206,20260215,1,30,3,1647.92,CZK
273,20250211,20250320,20250320,1,40,7,1136.43,CZK
274,20241111,20241224,20250103,1,40,3,1133.75,CZK
275,20240526,20240707,,1,20,6,2463.06,CZK
276,20251006,20251020,20251029,2,10,3,260.55,EUR
277,20240613,20240715,20240719,2,30,5,15129.55,EUR
278,20250212,20250315,20250320,2,10,3,770.2,EUR
279,20240224,20240317,20240319,1,10,4,640.33,CZK
280,20240915,20241011,,2,10,4,906.7,EUR
281,20240407,20240429,,1,20,7,380.05,CZK
282,20240105,20240209,20240217,2,30,4,1162.5,EUR
283,20250220,20250327,,1,10,5,5979.56,CZK
284,20250323,20250502,20250501,1,10,4,274.43,CZK
285,20240726,20240905,20240908,2,30,5,6675.6,EUR
286,20241225,20250115,20250118,1,10,5,8516.61,CZK
287,20240117,20240210,20240213,1,10,6,6117.18,CZK
288,20250118,20250212,20250226,2,10,5,10714.41,EUR
289,20240901,20240918,20240926,1,30,5,10823.89,CZK
290,20250311,20250403,20250404,1,30,4,1422.82,CZK
291,20240921,20241006,20241013,1,10,8,451.82,CZK
292,20251222,20260109,20260121,2,10,7,1404.73,EUR
293,20241011,20241030,20241111,1,10,4,1091.63,CZK
294,20250514,20250530,20250601,1,30,6,6348.06,CZK
295,20251229,20260208,20260212,2,30,8,1590.34,EUR
296,20240618,20240710,20240720,1,30,4,857.35,CZK
297,20240725,20240902,20240908,1,10,4,771.07,CZK
298,20240307,20240403,,1,10,6,3439.39,CZK
299,20241025,20241201,20241130,1,40,3,651.72,CZK
300,20240618,20240801,20240809,1,10,8,511.27,CZK
301,20250521,20250629,20250701,1,10,4,588.04,CZK
302,20240626,20240712,20240711,2,30,4,937.99,EUR
303,20240722,20240826,20240906,2,20,5,5384.54,EUR
304,20250418,20250508,,1,20,3,397.66,CZK
305,20250112,20250211,20250210,1,10,4,845.89,CZK
306,20240316,20240330,20240401,2,20,4,1050.29,EUR
307,20250225,20250320,20250326,2,30,3,392.72,EUR
308,20240408,20240424,20240425,2,20,4,239.33,EUR
309,20250813,20250916,20250918,2,20,3,1453.56,EUR
310,20240615,20240711,20240722,2,20,3,219.26,EUR
311,20250818,20250927,20251009,1,40,4,1475.66,CZK
312,20240515,20240627,20240710,1,40,3,845.8,CZK
313,20250625,20250728,20250810,1,10,5,11954.87,CZK
314,20251213,20260110,20260112,1,10,3,1073.8,CZK
315,20241024,20241127,20241211,2,10,3,681.14,EUR
316,20250821,20250927,20250928,1,20,5,4973.46,CZK
317,20240804,20240903,,1,20,4,1110.21,CZK
318,20250409,20250508,20250516,1,30,3,619.36,CZK
319,20241205,20241229,20241230,1,30,6,7609.95,CZK
320,20251224,20260121,20260121,1,20,5,6021.99,CZK
321,20251231,20260122,20260204,1,10,8,251.47,CZK
322,20240622,20240729,20240807,1,30,6,6359.02,CZK
323,20250705,20250815,20250817,1,30,6,5779.65,CZK
324,20250917,20251003,20251005,2,10,8,1707.95,EUR
325,20240329,20240513,20240520,1,20,3,872.14,CZK
326,20260110,20260203,20260201,1,40,4,304.97,CZK
327,20241007,20241028,,2,10,5,14652.23,EUR
328,20240203,20240317,20240316,1,10,3,876.07,CZK
329,20250827,20251007,,1,10,4,1197.12,CZK
330,20240426,20240607,20240619,1,10,5,9670.59,CZK
331,20240525,20240610,20240618,2,30,5,12249.31,EUR
332,20241109,20241209,20241213,2,40,6,4532.56,EUR
333,20240108,20240217,20240218,1,40,6,4764.07,CZK
334,20250117,20250201,20250201,1,10,4,1159.8,CZK
335,20250606,20250715,20250723,1,10,5,12581.96,CZK
336,20260110,20260126,20260202,2,30,4,353.16,EUR
337,20250207,20250308,20250306,1,40,4,1153.18,CZK
338,20240918,20241026,20241108,2,10,8,708.66,EUR
339,20250112,20250203,20250203,1,30,6,3116.71,CZK
340,20241019,20241105,20241115,1,40,4,741.99,CZK
341,20240412,20240522,20240524,1,30,3,1159.03,CZK
342,20251012,20251110,,1,20,7,1676.62,CZK
343,20240412,20240524,,2,40,4,773.65,EUR
344,20240104,20240217,20240302,1,30,4,506.35,CZK
345,20251205,20260115,20260120,1,10,6,5930.46,CZK
346,20250521,20250701,,1,10,4,774.43,CZK
347,20241218,20250119,,1,30,4,837.73,CZK
348,20240629,20240731,,1,20,5,9889.47,CZK
349,20240830,20240922,20240924,1,20,4,1235.47,CZK
350,20240108,20240213,20240214,2,30,4,376.8,EUR
351,20250111,20250205,20250203,2,20,3,412.92,EUR
352,20251218,20260116,20260117,1,10,3,493.9,CZK
353,20241028,20241122,20241123,2,20,5,8560.33,EUR
354,20260107,20260207,,1,30,5,7949.03,CZK
355,20241223,20250114,20250118,1,10,4,691.78,CZK
356,20250609,20250625,20250625,2,10,3,1521.33,EUR
357,20240815,20240921,20240929,2,10,4,1773.06,EUR
358,20250208,20250226,20250228,2,10,4,1217.52,EUR
359,20250828,20250917,20250923,1,20,3,1232.68,CZK
360,20241219,20250107,20250116,2,20,5,9946.72,EUR
361,20250708,20250821,20250828,1,20,5,8950.46,CZK
362,20240205,20240318,20240401,1,10,3,986.6,CZK
363,20250520,20250615,20250618,2,30,3,1118.0,EUR
364,20250430,20250613,20250613,1,30,5,8014.63,CZK
365,20250421,20250526,20250606,1,10,5,10196.59,CZK
366,20240310,20240409,20240410,2,40,5,7462.47,EUR
367,20240408,20240505,20240507,2,10,8,954.0,EUR
368,20250517,20250701,20250629,1,40,5,6724.32,CZK
369,20251009,20251120,20251130,2,10,3,386.3,EUR
370,20240107,20240206,20240218,2,10,4,842.0,EUR
371,20240924,20241008,20241017,2,30,3,1154.01,EUR
372,20240902,20241007,20241013,1,40,3,1683.44,CZK
373,20250818,20250903,20250916,2,20,3,1903.94,EUR
374,20250407,20250521,20250527,1,10,6,4135.69,CZK
375,20251007,20251027,20251025,1,40,3,920.79,CZK
376,20240428,20240528,20240610,1,30,4,1027.77,CZK
377,20251218,20260130,20260201,1,30,4,391.96,CZK
378,20250106,20250216,20250216,1,20,4,498.55,CZK
379,20250104,20250122,20250126,2,10,7,585.45,EUR
380,20240524,20240702,20240706,1,30,5,4071.31,CZK
381,20240114,20240215,20240220,1,20,5,6954.41,CZK
382,20240301,20240320,20240401,1,10,3,370.11,CZK
383,20240806,20240903,20240912,1,20,4,1474.22,CZK
384,20250205,20250315,20250315,1,10,3,537.06,CZK
385,20240802,20240901,,2,10,4,1249.55,EUR
386,20240313,20240404,20240408,2,30,3,904.67,EUR
387,20250723,20250823,20250904,2,30,4,1401.05,EUR
388,20250408,20250518,20250521,1,20,4,994.1,CZK
389,20240413,20240506,20240520,1,10,4,1037.67,CZK
390,20240618,20240719,20240728,2,30,5,10774.54,EUR
391,20250526,20250701,20250711,1,10,6,4247.39,CZK
392,20251005,20251113,20251123,1,10,3,897.08,CZK
393,20250507,20250609,20250616,1,30,6,5316.06,CZK
394,20240916,20241006,20241009,1,30,5,8275.29,CZK
395,20260102,20260208,,1,30,7,1265.88,CZK
396,20250222,20250319,20250327,1,10,7,748.39,CZK
397,20250119,20250216,20250223,1,30,5,4879.38,CZK
398,20240812,20240827,20240907,2,30,7,803.58,EUR
399,20250808,20250822,20250826,1,10,8,1188.48,CZK
400,20250411,20250516,20250526,1,10,3,971.37,CZK
401,20240204,20240309,20240321,1,10,3,487.73,CZK
402,20240524,20240703,20240707,1,30,3,708.28,CZK
403,20240901,20240923,20240924,2,20,3,637.0,EUR
404,20240214,20240312,20240322,1,10,4,471.94,CZK
405,20251229,20260118,20260122,2,20,4,422.73,EUR
406,20260114,20260204,20260211,1,10,3,438.16,CZK
407,20251205,20251226,20251231,2,10,6,8150.4,EUR
408,20250302,20250409,20250416,2,10,5,11088.69,EUR
409,20250904,20251019,,2,10,3,170.43,EUR
410,20250119,20250222,20250228,1,10,3,618.67,CZK
411,20250219,20250324,20250327,1,10,6,3580.83,CZK
412,20251028,20251111,,1,20,4,1356.84,CZK
413,20250502,20250526,20250530,1,10,4,1050.11,CZK
414,20250414,20250502,20250510,1,20,6,5333.0,CZK
415,20241101,20241205,20241214,2,10,6,6877.9,EUR
416,20240314,20240425,20240505,1,40,7,1872.08,CZK
417,20241118,20241229,20241231,1,20,6,4778.63,CZK
418,20241012,20241115,20241114,1,20,5,6805.17,CZK
419,20250224,20250324,20250331,1,10,3,994.82,CZK
420,20240707,20240818,,1,10,3,1940.53,CZK
421,20250313,20250424,20250424,2,30,6,4765.18,EUR
422,20250131,20250302,20250304,1,10,5,7369.92,CZK
423,20250703,20250802,20250813,1,10,4,1251.21,CZK
424,20250829,20250918,,1,40,6,4607.43,CZK
425,20241222,20250107,20250116,2,10,5,8736.0,EUR
426,20240715,20240817,20240821,2,30,7,1117.95,EUR
427,20250510,20250622,20250622,2,30,7,1011.42,EUR
428,20240304,20240417,20240418,2,10,4,1312.65,EUR
429,20240124,20240304,20240302,1,20,6,2875.91,CZK
430,20240107,20240122,20240205,1,20,3,878.41,CZK
431,20250719,20250819,20250829,2,10,4,1712.06,EUR
432,20250513,20250614,20250613,2,10,6,4465.24,EUR
433,20250905,20251010,20251019,1,10,8,1443.54,CZK
434,20240731,20240815,20240829,1,10,3,1852.1,CZK
435,20251229,20260114,20260116,1,30,6,5535.29,CZK
436,20241011,20241106,20241112,1,10,6,3965.24,CZK
437,20250923,20251012,20251026,1,20,3,921.55,CZK
438,20251223,20260124,20260207,2,40,6,5996.4,EUR
439,20240723,20240906,,2,40,3,1024.22,EUR
440,20241205,20250115,20250127,2,40,3,641.08,EUR
441,20250410,20250426,20250425,1,20,3,577.68,CZK
442,20251105,20251206,20251207,2,10,8,638.6,EUR
443,20260110,20260205,20260215,1,30,5,6692.03,CZK
444,20240907,20240925,,2,30,4,317.68,EUR
445,20250221,20250310,20250322,2,10,3,640.56,EUR
446,20241023,20241113,20241115,1,10,8,1050.31,CZK
447,20240716,20240731,20240810,1,40,6,4746.6,CZK
448,20250612,20250721,20250804,1,10,4,1047.84,CZK
449,20250107,20250221,,2,30,4,1092.13,EUR
450,20250930,20251110,20251109,2,20,4,681.48,EUR
451,20250407,20250502,20250514,1,10,5,7614.72,CZK
452,20241110,20241215,20241226,2,40,6,4126.52,EUR
453,20250523,20250613,20250622,2,10,3,817.03,EUR
454,20240322,20240408,20240411,1,20,3,1059.92,CZK
455,20240114,20240222,20240228,1,30,5,9393.64,CZK
456,20240308,20240414,20240414,2,20,4,1570.43,EUR
457,20250622,20250714,20250721,1,10,5,7414.44,CZK
458,20250517,20250614,20250624,1,40,4,1072.2,CZK
459,20250329,20250423,20250506,1,40,4,753.13,CZK
460,20250504,20250610,20250620,2,30,5,10077.06,EUR
461,20240307,20240331,20240406,1,40,4,1362.2,CZK
462,20240208,20240222,20240221,1,40,3,413.46,CZK
463,20251001,20251110,20251118,2,20,7,798.65,EUR
464,20250325,20250417,20250419,2,30,3,1100.92,EUR
465,20240805,20240905,20240905,2,10,7,1003.35,EUR
466,20240412,20240517,20240531,1,20,8,1502.4,CZK
467,20250713,20250827,20250902,1,30,7,1493.35,CZK
468,20250129,20250223,20250307,1,40,8,957.07,CZK
469,20240516,20240609,20240611,1,30,3,1152.99,CZK
470,20241005,20241107,,1,30,3,1192.87,CZK
471,20250512,20250612,20250625,1,10,4,739.72,CZK
472,20240103,20240213,20240211,1,30,4,960.23,CZK
473,20240228,20240412,20240411,1,30,3,918.76,CZK
474,20250301,20250326,20250402,2,10,3,1430.5,EUR
475,20250103,20250131,20250129,2,30,5,6133.6,EUR
476,20240118,20240222,20240223,1,10,5,6116.23,CZK
477,20250410,20250525,20250525,2,30,4,1501.23,EUR
478,20241106,20241124,20241208,1,10,4,1254.23,CZK
479,20250823,20250925,20250929,2,40,6,3742.3,EUR
480,20240226,20240409,20240420,1,30,4,809.16,CZK
481,20250601,20250716,20250720,1,40,5,11332.46,CZK
482,20240723,20240814,20240817,1,20,5,9320.41,CZK
483,20250603,20250701,20250629,2,20,5,12280.34,EUR
484,20240327,20240509,20240508,1,10,3,997.33,CZK
485,20240428,20240530,20240605,1,40,6,7080.47,CZK
486,20250912,20251027,20251025,1,10,3,1227.85,CZK
487,20240102,20240202,20240204,1,10,4,109.02,CZK
488,20251122,20251222,20251223,1,30,6,3782.76,CZK
489,20250204,20250309,20250310,1,10,5,10435.54,CZK
490,20250131,20250317,20250315,1,20,5,7052.98,CZK
491,20241207,20250103,20250102,2,10,4,762.57,EUR
492,20240106,20240218,20240302,2,20,3,390.52,EUR
